way,acc_mean,acc_std,learning_rate,n_estimators
s_5fold_x,0.82351,0.038369,0.005,60.0
s_5fold_x,0.824383,0.039225,0.005,80.0
s_5fold_x,0.826496,0.040303,0.005,100.0
s_5fold_x,0.82644,0.038241,0.005,120.0
s_5fold_x,0.826454,0.038217,0.005,140.0
s_5fold_x,0.826468,0.037239,0.005,160.0
s_5fold_x,0.826355,0.035715,0.005,180.0
s_5fold_x,0.823369,0.037958,0.005,200.0
s_5fold_x,0.823989,0.037864,0.005,220.0
s_5fold_x,0.822468,0.038014,0.005,240.0
s_5fold_x,0.822383,0.038002,0.005,260.0
s_5fold_x,0.822074,0.037251,0.005,280.0
s_5fold_x,0.822102,0.037835,0.005,300.0
s_5fold_x,0.822214,0.037181,0.005,320.0
s_5fold_x,0.823397,0.037229,0.005,340.0
s_5fold_x,0.823989,0.037932,0.005,360.0
s_5fold_x,0.823102,0.038508,0.005,380.0
s_5fold_x,0.821721,0.039514,0.005,400.0
s_5fold_x,0.824834,0.03896,0.01,40.0
s_5fold_x,0.827031,0.037738,0.01,60.0
s_5fold_x,0.826397,0.037091,0.01,80.0
s_5fold_x,0.823989,0.037587,0.01,100.0
s_5fold_x,0.822721,0.038045,0.01,120.0
s_5fold_x,0.821595,0.03833,0.01,140.0
s_5fold_x,0.822313,0.037473,0.01,160.0
s_5fold_x,0.824257,0.038232,0.01,180.0
s_5fold_x,0.822609,0.039103,0.01,200.0
s_5fold_x,0.820623,0.039178,0.01,220.0
s_5fold_x,0.818947,0.0402,0.01,240.0
s_5fold_x,0.819116,0.04038,0.01,260.0
s_5fold_x,0.821918,0.040032,0.01,280.0
s_5fold_x,0.821721,0.039005,0.01,300.0
s_5fold_x,0.819623,0.039076,0.01,320.0
s_5fold_x,0.818721,0.040144,0.01,340.0
s_5fold_x,0.818538,0.039993,0.01,360.0
s_5fold_x,0.819271,0.039997,0.01,380.0
s_5fold_x,0.819059,0.040119,0.01,400.0
s_5fold_x,0.82444,0.036354,0.05,40.0
s_5fold_x,0.824158,0.038353,0.05,60.0
s_5fold_x,0.822383,0.038507,0.05,80.0
s_5fold_x,0.8222,0.039458,0.05,100.0
s_5fold_x,0.823989,0.039513,0.05,120.0
s_5fold_x,0.82544,0.038354,0.05,140.0
s_5fold_x,0.826341,0.037803,0.05,160.0
s_5fold_x,0.824876,0.036805,0.05,180.0
s_5fold_x,0.824538,0.035739,0.05,200.0
s_5fold_x,0.82444,0.035987,0.05,220.0
s_5fold_x,0.825003,0.036388,0.05,240.0
s_5fold_x,0.824904,0.03605,0.05,260.0
s_5fold_x,0.822904,0.036544,0.05,280.0
s_5fold_x,0.822496,0.036326,0.05,300.0
s_5fold_x,0.821989,0.037042,0.05,320.0
s_5fold_x,0.82151,0.037174,0.05,340.0
s_5fold_x,0.821214,0.037811,0.05,360.0
s_5fold_x,0.82113,0.03808,0.05,380.0
s_5fold_x,0.821214,0.038529,0.05,400.0
s_5fold_x,0.819707,0.039448,0.1,40.0
s_5fold_x,0.821073,0.040334,0.1,60.0
s_5fold_x,0.821313,0.038548,0.1,80.0
s_5fold_x,0.820707,0.037136,0.1,100.0
s_5fold_x,0.818566,0.037549,0.1,120.0
s_5fold_x,0.817721,0.038538,0.1,140.0
s_5fold_x,0.817566,0.039187,0.1,160.0
s_5fold_x,0.817538,0.038932,0.1,180.0
s_5fold_x,0.816623,0.038441,0.1,200.0
s_5fold_x,0.816566,0.038406,0.1,220.0
s_5fold_x,0.816003,0.039051,0.1,240.0
s_5fold_x,0.815904,0.039547,0.1,260.0
s_5fold_x,0.815904,0.039391,0.1,280.0
s_5fold_x,0.815045,0.039592,0.1,300.0
s_5fold_x,0.814975,0.040018,0.1,320.0
s_5fold_x,0.815257,0.039579,0.1,340.0
s_5fold_x,0.814848,0.039646,0.1,360.0
s_5fold_x,0.815383,0.039087,0.1,380.0
s_5fold_x,0.81582,0.039201,0.1,400.0
s_5fold_x,0.816411,0.03393,0.5,40.0
s_5fold_x,0.816341,0.034529,0.5,60.0
s_5fold_x,0.816087,0.033618,0.5,80.0
s_5fold_x,0.815468,0.036129,0.5,100.0
s_5fold_x,0.815693,0.036201,0.5,120.0
s_5fold_x,0.815003,0.03727,0.5,140.0
s_5fold_x,0.814369,0.037042,0.5,160.0
s_5fold_x,0.815172,0.037058,0.5,180.0
s_5fold_x,0.815341,0.037638,0.5,200.0
s_5fold_x,0.815073,0.037488,0.5,220.0
s_5fold_x,0.815426,0.037805,0.5,240.0
s_5fold_x,0.815468,0.037852,0.5,260.0
s_5fold_x,0.815961,0.037966,0.5,280.0
s_5fold_x,0.815806,0.037903,0.5,300.0
s_5fold_x,0.816214,0.037636,0.5,320.0
s_5fold_x,0.816383,0.03754,0.5,340.0
s_5fold_x,0.816327,0.037925,0.5,360.0
s_5fold_x,0.816355,0.038099,0.5,380.0
s_5fold_x,0.816538,0.038119,0.5,400.0
s_5fold_x,0.812792,0.034789,1.0,40.0
s_5fold_x,0.81175,0.035881,1.0,60.0
s_5fold_x,0.812158,0.035827,1.0,80.0
s_5fold_x,0.812116,0.036577,1.0,100.0
s_5fold_x,0.811693,0.037177,1.0,120.0
s_5fold_x,0.812397,0.036573,1.0,140.0
s_5fold_x,0.812341,0.037128,1.0,160.0
s_5fold_x,0.813073,0.036846,1.0,180.0
s_5fold_x,0.812834,0.036993,1.0,200.0
s_5fold_x,0.813045,0.03666,1.0,220.0
s_5fold_x,0.813045,0.037086,1.0,240.0
s_5fold_x,0.8132,0.036869,1.0,260.0
s_5fold_x,0.81351,0.037147,1.0,280.0
s_5fold_x,0.813454,0.036929,1.0,300.0
s_5fold_x,0.813792,0.037031,1.0,320.0
s_5fold_x,0.813989,0.036774,1.0,340.0
s_5fold_x,0.813609,0.036813,1.0,360.0
s_5fold_x,0.813693,0.036709,1.0,380.0
s_5fold_x,0.813651,0.036889,1.0,400.0
s_10fold_x,0.814805,0.059056,0.001,40.0
s_10fold_x,0.814369,0.059983,0.001,60.0
s_10fold_x,0.814256,0.057235,0.001,80.0
s_10fold_x,0.813045,0.057252,0.001,100.0
s_10fold_x,0.81327,0.057248,0.001,120.0
s_10fold_x,0.814707,0.05582,0.001,140.0
s_10fold_x,0.817735,0.055854,0.001,160.0
s_10fold_x,0.817552,0.055178,0.001,180.0
s_10fold_x,0.815636,0.058032,0.001,200.0
s_10fold_x,0.815932,0.05744,0.001,220.0
s_10fold_x,0.81558,0.05769,0.001,240.0
s_10fold_x,0.816566,0.057311,0.001,260.0
s_10fold_x,0.816862,0.057441,0.001,280.0
s_10fold_x,0.817594,0.058,0.001,300.0
s_10fold_x,0.818129,0.058402,0.001,320.0
s_10fold_x,0.81727,0.05752,0.001,340.0
s_10fold_x,0.816904,0.058117,0.001,360.0
s_10fold_x,0.817284,0.058463,0.001,380.0
s_10fold_x,0.818214,0.057812,0.001,400.0
s_10fold_x,0.816143,0.057802,0.005,40.0
s_10fold_x,0.817777,0.058466,0.005,60.0
s_10fold_x,0.818327,0.057841,0.005,80.0
s_10fold_x,0.829115,0.044587,0.005,100.0
s_10fold_x,0.817439,0.058489,0.005,120.0
s_10fold_x,0.827932,0.047898,0.005,140.0
s_10fold_x,0.815172,0.071202,0.005,160.0
s_10fold_x,0.816918,0.071526,0.005,180.0
s_10fold_x,0.816101,0.071017,0.005,200.0
s_10fold_x,0.812891,0.073353,0.005,220.0
s_10fold_x,0.812581,0.073614,0.005,240.0
s_10fold_x,0.812201,0.075248,0.005,260.0
s_10fold_x,0.812398,0.075044,0.005,280.0
s_10fold_x,0.81213,0.074886,0.005,300.0
s_10fold_x,0.812046,0.074606,0.005,320.0
s_10fold_x,0.811581,0.074897,0.005,340.0
s_10fold_x,0.812229,0.075035,0.005,360.0
s_10fold_x,0.811848,0.074911,0.005,380.0
s_10fold_x,0.81513,0.067186,0.005,400.0
s_10fold_x,0.818735,0.057681,0.01,40.0
s_10fold_x,0.817932,0.058404,0.01,60.0
s_10fold_x,0.815453,0.071942,0.01,80.0
s_10fold_x,0.815778,0.071221,0.01,100.0
s_10fold_x,0.811722,0.074297,0.01,120.0
s_10fold_x,0.812595,0.075289,0.01,140.0
s_10fold_x,0.811468,0.075369,0.01,160.0
s_10fold_x,0.81175,0.075469,0.01,180.0
s_10fold_x,0.810552,0.07575,0.01,200.0
s_10fold_x,0.81613,0.067751,0.01,220.0
s_10fold_x,0.818482,0.063154,0.01,240.0
s_10fold_x,0.819947,0.062103,0.01,260.0
s_10fold_x,0.820341,0.062699,0.01,280.0
s_10fold_x,0.821651,0.062387,0.01,300.0
s_10fold_x,0.821876,0.062522,0.01,320.0
s_10fold_x,0.822341,0.06228,0.01,340.0
s_10fold_x,0.822031,0.062493,0.01,360.0
s_10fold_x,0.821918,0.062652,0.01,380.0
s_10fold_x,0.822792,0.061769,0.01,400.0
s_10fold_x,0.815003,0.069258,0.05,40.0
s_10fold_x,0.824256,0.060071,0.05,60.0
s_10fold_x,0.824792,0.060551,0.05,80.0
s_10fold_x,0.826834,0.059691,0.05,100.0
s_10fold_x,0.828369,0.05727,0.05,120.0
s_10fold_x,0.828679,0.055827,0.05,140.0
s_10fold_x,0.828313,0.055803,0.05,160.0
s_10fold_x,0.828594,0.055723,0.05,180.0
s_10fold_x,0.827651,0.055957,0.05,200.0
s_10fold_x,0.827623,0.055915,0.05,220.0
s_10fold_x,0.826425,0.056274,0.05,240.0
s_10fold_x,0.825228,0.056582,0.05,260.0
s_10fold_x,0.824524,0.056364,0.05,280.0
s_10fold_x,0.824947,0.056073,0.05,300.0
s_10fold_x,0.825059,0.056242,0.05,320.0
s_10fold_x,0.824073,0.056396,0.05,340.0
s_10fold_x,0.823327,0.056413,0.05,360.0
s_10fold_x,0.822961,0.055535,0.05,380.0
s_10fold_x,0.823904,0.055218,0.05,400.0
s_10fold_x,0.822003,0.061187,0.1,40.0
s_10fold_x,0.8272,0.060381,0.1,60.0
s_10fold_x,0.831693,0.056783,0.1,80.0
s_10fold_x,0.831594,0.055764,0.1,100.0
s_10fold_x,0.830397,0.055238,0.1,120.0
s_10fold_x,0.830355,0.055149,0.1,140.0
s_10fold_x,0.831707,0.054545,0.1,160.0
s_10fold_x,0.83027,0.054731,0.1,180.0
s_10fold_x,0.829834,0.05425,0.1,200.0
s_10fold_x,0.829045,0.055496,0.1,220.0
s_10fold_x,0.828045,0.056315,0.1,240.0
s_10fold_x,0.828045,0.055957,0.1,260.0
s_10fold_x,0.827284,0.056807,0.1,280.0
s_10fold_x,0.827214,0.056343,0.1,300.0
s_10fold_x,0.827158,0.056233,0.1,320.0
s_10fold_x,0.827172,0.056136,0.1,340.0
s_10fold_x,0.826721,0.056622,0.1,360.0
s_10fold_x,0.826679,0.056864,0.1,380.0
s_10fold_x,0.826496,0.056387,0.1,400.0
s_10fold_x,0.82827,0.053116,0.5,40.0
s_10fold_x,0.826989,0.052785,0.5,60.0
s_10fold_x,0.825453,0.052821,0.5,80.0
s_10fold_x,0.823946,0.052442,0.5,100.0
s_10fold_x,0.823876,0.052515,0.5,120.0
s_10fold_x,0.823355,0.052552,0.5,140.0
s_10fold_x,0.82396,0.052687,0.5,160.0
s_10fold_x,0.823552,0.052847,0.5,180.0
s_10fold_x,0.822961,0.053021,0.5,200.0
s_10fold_x,0.822862,0.052915,0.5,220.0
s_10fold_x,0.8232,0.053211,0.5,240.0
s_10fold_x,0.82282,0.0538,0.5,260.0
s_10fold_x,0.822946,0.053385,0.5,280.0
s_10fold_x,0.822482,0.053288,0.5,300.0
s_10fold_x,0.822665,0.052923,0.5,320.0
s_10fold_x,0.822299,0.053425,0.5,340.0
s_10fold_x,0.822482,0.053224,0.5,360.0
s_10fold_x,0.82227,0.053436,0.5,380.0
s_10fold_x,0.822101,0.053707,0.5,400.0
s_10fold_x,0.817664,0.051582,1.0,40.0
s_10fold_x,0.81989,0.05199,1.0,60.0
s_10fold_x,0.82027,0.051641,1.0,80.0
s_10fold_x,0.820552,0.051102,1.0,100.0
s_10fold_x,0.820045,0.05234,1.0,120.0
s_10fold_x,0.820453,0.052164,1.0,140.0
s_10fold_x,0.820664,0.052207,1.0,160.0
s_10fold_x,0.820326,0.052594,1.0,180.0
s_10fold_x,0.820157,0.052933,1.0,200.0
s_10fold_x,0.819594,0.053252,1.0,220.0
s_10fold_x,0.81927,0.052788,1.0,240.0
s_10fold_x,0.819369,0.052486,1.0,260.0
s_10fold_x,0.81951,0.052613,1.0,280.0
s_10fold_x,0.8192,0.052766,1.0,300.0
s_10fold_x,0.819228,0.053221,1.0,320.0
s_10fold_x,0.819636,0.053205,1.0,340.0
s_10fold_x,0.819693,0.053211,1.0,360.0
s_10fold_x,0.820017,0.053164,1.0,380.0
s_10fold_x,0.819594,0.053549,1.0,400.0
