way,acc_mean,acc_std,learning_rate,n_estimators,num_leaves
kf5_0.85,0.707776,0.180031,0.001,160.0,200.0
kf5_0.85,0.706015,0.178706,0.001,160.0,250.0
kf5_0.85,0.701621,0.176443,0.001,180.0,31.0
kf5_0.85,0.70086,0.176049,0.001,180.0,50.0
kf5_0.85,0.707241,0.179581,0.001,180.0,100.0
kf5_0.85,0.706452,0.178461,0.001,180.0,150.0
kf5_0.85,0.709494,0.180529,0.001,180.0,200.0
kf5_0.85,0.706846,0.178265,0.001,180.0,250.0
kf5_0.85,0.742114,0.150888,0.001,200.0,31.0
kf5_0.85,0.74186,0.150704,0.001,200.0,50.0
kf5_0.85,0.766706,0.154874,0.001,200.0,100.0
kf5_0.85,0.771227,0.15555,0.001,200.0,150.0
kf5_0.85,0.770269,0.155232,0.001,200.0,200.0
kf5_0.85,0.766438,0.153399,0.001,200.0,250.0
kf5_0.85,0.741241,0.150704,0.001,220.0,31.0
kf5_0.85,0.812198,0.071246,0.001,220.0,50.0
kf5_0.85,0.821691,0.054084,0.001,220.0,100.0
kf5_0.85,0.830748,0.047326,0.001,220.0,150.0
kf5_0.85,0.830734,0.048207,0.001,220.0,200.0
kf5_0.85,0.829058,0.047459,0.001,220.0,250.0
kf5_0.85,0.742114,0.150888,0.005,40.0,31.0
kf5_0.85,0.741776,0.150663,0.005,40.0,50.0
kf5_0.85,0.768565,0.155466,0.005,40.0,100.0
kf5_0.85,0.771199,0.155542,0.005,40.0,150.0
kf5_0.85,0.769677,0.154997,0.005,40.0,200.0
kf5_0.85,0.76648,0.153317,0.005,40.0,250.0
kf5_0.85,0.842565,0.048151,0.005,60.0,31.0
kf5_0.85,0.828846,0.051524,0.005,60.0,50.0
kf5_0.85,0.825565,0.048633,0.005,60.0,100.0
kf5_0.85,0.834424,0.040764,0.005,60.0,150.0
kf5_0.85,0.833044,0.042748,0.005,60.0,200.0
kf5_0.85,0.828987,0.041808,0.005,60.0,250.0
kf5_0.85,0.843945,0.051446,0.005,80.0,31.0
kf5_0.85,0.832635,0.047543,0.005,80.0,50.0
kf5_0.85,0.82448,0.045835,0.005,80.0,100.0
kf5_0.85,0.830635,0.043075,0.005,80.0,150.0
kf5_0.85,0.834128,0.03859,0.005,80.0,200.0
kf5_0.85,0.83234,0.036576,0.005,80.0,250.0
kf5_0.85,0.844593,0.051384,0.005,100.0,31.0
kf5_0.85,0.833044,0.046505,0.005,100.0,50.0
kf5_0.85,0.828579,0.044291,0.005,100.0,100.0
kf5_0.85,0.8331,0.041464,0.005,100.0,150.0
kf5_0.85,0.834325,0.037125,0.005,100.0,200.0
kf5_0.85,0.83234,0.033379,0.005,100.0,250.0
kf5_0.85,0.845029,0.051278,0.005,120.0,31.0
kf5_0.85,0.844762,0.045025,0.005,120.0,50.0
kf5_0.85,0.829227,0.045038,0.005,120.0,100.0
kf5_0.85,0.828677,0.046597,0.005,120.0,150.0
kf5_0.85,0.830001,0.042123,0.005,120.0,200.0
kf5_0.85,0.831058,0.03583,0.005,120.0,250.0
kf5_0.85,0.8451,0.052703,0.005,140.0,31.0
kf5_0.85,0.839734,0.049746,0.005,140.0,50.0
kf5_0.85,0.830508,0.043555,0.005,140.0,100.0
kf5_0.85,0.828565,0.045145,0.005,140.0,150.0
kf5_0.85,0.830016,0.04177,0.005,140.0,200.0
kf5_0.85,0.829565,0.037626,0.005,140.0,250.0
kf5_0.85,0.849128,0.049701,0.005,160.0,31.0
kf5_0.85,0.842635,0.049225,0.005,160.0,50.0
kf5_0.85,0.829692,0.044607,0.005,160.0,100.0
kf5_0.85,0.828593,0.045849,0.005,160.0,150.0
kf5_0.85,0.827311,0.042686,0.005,160.0,200.0
kf5_0.85,0.827692,0.038434,0.005,160.0,250.0
kf5_0.85,0.849663,0.049058,0.005,180.0,31.0
kf5_0.85,0.845832,0.048393,0.005,180.0,50.0
kf5_0.85,0.830734,0.044439,0.005,180.0,100.0
kf5_0.85,0.828297,0.046235,0.005,180.0,150.0
kf5_0.85,0.825607,0.04186,0.005,180.0,200.0
kf5_0.85,0.82565,0.038746,0.005,180.0,250.0
kf5_0.85,0.851058,0.046997,0.005,200.0,31.0
kf5_0.85,0.847128,0.046334,0.005,200.0,50.0
kf5_0.85,0.830593,0.042604,0.005,200.0,100.0
kf5_0.85,0.827311,0.045814,0.005,200.0,150.0
kf5_0.85,0.826551,0.04278,0.005,200.0,200.0
kf5_0.85,0.825593,0.038363,0.005,200.0,250.0
kf5_0.85,0.85048,0.048214,0.005,220.0,31.0
kf5_0.85,0.849959,0.046413,0.005,220.0,50.0
kf5_0.85,0.830861,0.043854,0.005,220.0,100.0
kf5_0.85,0.829283,0.046074,0.005,220.0,150.0
kf5_0.85,0.827199,0.042876,0.005,220.0,200.0
kf5_0.85,0.82565,0.038342,0.005,220.0,250.0
kf5_0.85,0.843269,0.052137,0.01,40.0,31.0
kf5_0.85,0.832607,0.047532,0.01,40.0,50.0
kf5_0.85,0.824762,0.046134,0.01,40.0,100.0
kf5_0.85,0.832015,0.042421,0.01,40.0,150.0
kf5_0.85,0.834156,0.038892,0.01,40.0,200.0
kf5_0.85,0.833663,0.03536,0.01,40.0,250.0
kf5_0.85,0.846438,0.053138,0.01,60.0,31.0
kf5_0.85,0.841086,0.045828,0.01,60.0,50.0
kf5_0.85,0.829804,0.044447,0.01,60.0,100.0
kf5_0.85,0.830847,0.043811,0.01,60.0,150.0
kf5_0.85,0.829903,0.042242,0.01,60.0,200.0
kf5_0.85,0.831241,0.035345,0.01,60.0,250.0
kf5_0.85,0.847353,0.049993,0.01,80.0,31.0
kf5_0.85,0.841199,0.05067,0.01,80.0,50.0
kf5_0.85,0.829537,0.045267,0.01,80.0,100.0
kf5_0.85,0.829579,0.045128,0.01,80.0,150.0
kf5_0.85,0.827692,0.043055,0.01,80.0,200.0
kf5_0.85,0.828818,0.037775,0.01,80.0,250.0
kf5_0.85,0.851297,0.047342,0.01,100.0,31.0
kf5_0.85,0.848748,0.046426,0.01,100.0,50.0
kf5_0.85,0.829579,0.041898,0.01,100.0,100.0
kf5_0.85,0.827593,0.045522,0.01,100.0,150.0
kf5_0.85,0.826748,0.04309,0.01,100.0,200.0
kf5_0.85,0.825945,0.037882,0.01,100.0,250.0
kf5_0.85,0.851072,0.046784,0.01,120.0,31.0
kf5_0.85,0.851044,0.045557,0.01,120.0,50.0
kf5_0.85,0.830734,0.042117,0.01,120.0,100.0
kf5_0.85,0.828621,0.0454,0.01,120.0,150.0
kf5_0.85,0.830058,0.040096,0.01,120.0,200.0
kf5_0.85,0.825255,0.037272,0.01,120.0,250.0
kf5_0.85,0.852466,0.044468,0.01,140.0,31.0
kf5_0.85,0.849551,0.046421,0.01,140.0,50.0
kf5_0.85,0.830649,0.042222,0.01,140.0,100.0
kf5_0.85,0.829987,0.040686,0.01,140.0,150.0
kf5_0.85,0.830734,0.04003,0.01,140.0,200.0
kf5_0.85,0.823819,0.036139,0.01,140.0,250.0
kf5_0.85,0.85148,0.04403,0.01,160.0,31.0
kf5_0.85,0.849677,0.044859,0.01,160.0,50.0
kf5_0.85,0.835114,0.043117,0.01,160.0,100.0
kf5_0.85,0.831706,0.042717,0.01,160.0,150.0
kf5_0.85,0.832903,0.0424,0.01,160.0,200.0
kf5_0.85,0.825988,0.037701,0.01,160.0,250.0
kf5_0.85,0.851142,0.044271,0.01,180.0,31.0
kf5_0.85,0.849368,0.043335,0.01,180.0,50.0
kf5_0.85,0.838255,0.042523,0.01,180.0,100.0
kf5_0.85,0.832945,0.04203,0.01,180.0,150.0
kf5_0.85,0.83434,0.044197,0.01,180.0,200.0
kf5_0.85,0.827481,0.040033,0.01,180.0,250.0
kf5_0.85,0.851734,0.042932,0.01,200.0,31.0
kf5_0.85,0.846607,0.042078,0.01,200.0,50.0
kf5_0.85,0.839818,0.040445,0.01,200.0,100.0
kf5_0.85,0.836227,0.042437,0.01,200.0,150.0
kf5_0.85,0.832959,0.043775,0.01,200.0,200.0
kf5_0.85,0.82703,0.041221,0.01,200.0,250.0
kf5_0.85,0.852382,0.043116,0.01,220.0,31.0
kf5_0.85,0.847452,0.040783,0.01,220.0,50.0
kf5_0.85,0.839987,0.039795,0.01,220.0,100.0
kf5_0.85,0.837466,0.040358,0.01,220.0,150.0
kf5_0.85,0.831762,0.043142,0.01,220.0,200.0
kf5_0.85,0.828354,0.041795,0.01,220.0,250.0
kf5_0.85,0.850311,0.045881,0.05,40.0,31.0
kf5_0.85,0.846565,0.043224,0.05,40.0,50.0
kf5_0.85,0.839396,0.039187,0.05,40.0,100.0
kf5_0.85,0.83548,0.041715,0.05,40.0,150.0
kf5_0.85,0.831523,0.040979,0.05,40.0,200.0
kf5_0.85,0.829495,0.039785,0.05,40.0,250.0
kf5_0.85,0.852001,0.045638,0.05,60.0,31.0
kf5_0.85,0.844593,0.040327,0.05,60.0,50.0
kf5_0.85,0.840466,0.036527,0.05,60.0,100.0
kf5_0.85,0.839889,0.041027,0.05,60.0,150.0
kf5_0.85,0.836452,0.042019,0.05,60.0,200.0
kf5_0.85,0.833621,0.039694,0.05,60.0,250.0
kf5_0.85,0.852663,0.045596,0.05,80.0,31.0
kf5_0.85,0.843508,0.042357,0.05,80.0,50.0
kf5_0.85,0.840804,0.038478,0.05,80.0,100.0
kf5_0.85,0.837565,0.039726,0.05,80.0,150.0
kf5_0.85,0.838692,0.039605,0.05,80.0,200.0
kf5_0.85,0.837452,0.038612,0.05,80.0,250.0
kf5_0.85,0.848565,0.044575,0.05,100.0,31.0
kf5_0.85,0.843494,0.042356,0.05,100.0,50.0
kf5_0.85,0.842522,0.040483,0.05,100.0,100.0
kf5_0.85,0.840396,0.040008,0.05,100.0,150.0
kf5_0.85,0.838621,0.037221,0.05,100.0,200.0
kf5_0.85,0.837987,0.036179,0.05,100.0,250.0
kf5_0.85,0.846072,0.043385,0.05,120.0,31.0
kf5_0.85,0.843185,0.040904,0.05,120.0,50.0
kf5_0.85,0.843015,0.04011,0.05,120.0,100.0
kf5_0.85,0.842297,0.04229,0.05,120.0,150.0
kf5_0.85,0.838607,0.039537,0.05,120.0,200.0
kf5_0.85,0.839973,0.03671,0.05,120.0,250.0
kf5_0.85,0.844227,0.042148,0.05,140.0,31.0
kf5_0.85,0.843396,0.040219,0.05,140.0,50.0
kf5_0.85,0.843255,0.04146,0.05,140.0,100.0
kf5_0.85,0.844424,0.041108,0.05,140.0,150.0
kf5_0.85,0.84048,0.039832,0.05,140.0,200.0
kf5_0.85,0.842861,0.039379,0.05,140.0,250.0
kf5_0.85,0.841649,0.041992,0.05,160.0,31.0
kf5_0.85,0.841748,0.040094,0.05,160.0,50.0
kf5_0.85,0.843058,0.040011,0.05,160.0,100.0
kf5_0.85,0.844452,0.040075,0.05,160.0,150.0
kf5_0.85,0.840903,0.040183,0.05,160.0,200.0
kf5_0.85,0.842311,0.041405,0.05,160.0,250.0
kf5_0.85,0.839016,0.041892,0.05,180.0,31.0
kf5_0.85,0.841086,0.040909,0.05,180.0,50.0
kf5_0.85,0.842832,0.039628,0.05,180.0,100.0
kf5_0.85,0.84379,0.038935,0.05,180.0,150.0
kf5_0.85,0.842142,0.040287,0.05,180.0,200.0
kf5_0.85,0.842396,0.042547,0.05,180.0,250.0
kf5_0.85,0.837368,0.040183,0.05,200.0,31.0
kf5_0.85,0.840903,0.040221,0.05,200.0,50.0
kf5_0.85,0.843241,0.037623,0.05,200.0,100.0
kf5_0.85,0.842861,0.038978,0.05,200.0,150.0
kf5_0.85,0.841692,0.040843,0.05,200.0,200.0
kf5_0.85,0.842283,0.04243,0.05,200.0,250.0
kf5_0.85,0.836635,0.04009,0.05,220.0,31.0
kf5_0.85,0.840959,0.04004,0.05,220.0,50.0
kf5_0.85,0.843523,0.037461,0.05,220.0,100.0
kf5_0.85,0.842875,0.038515,0.05,220.0,150.0
kf5_0.85,0.842424,0.040037,0.05,220.0,200.0
kf5_0.85,0.842677,0.042454,0.05,220.0,250.0
kf5_0.85,0.847227,0.042638,0.1,40.0,31.0
kf5_0.85,0.84548,0.043879,0.1,40.0,50.0
kf5_0.85,0.841297,0.040609,0.1,40.0,100.0
kf5_0.85,0.838776,0.037125,0.1,40.0,150.0
kf5_0.85,0.837833,0.037326,0.1,40.0,200.0
kf5_0.85,0.837804,0.03637,0.1,40.0,250.0
kf5_0.85,0.843565,0.044914,0.1,60.0,31.0
kf5_0.85,0.841368,0.042198,0.1,60.0,50.0
kf5_0.85,0.83979,0.043928,0.1,60.0,100.0
kf5_0.85,0.841438,0.037549,0.1,60.0,150.0
kf5_0.85,0.840945,0.039514,0.1,60.0,200.0
kf5_0.85,0.8401,0.036102,0.1,60.0,250.0
kf5_0.85,0.839241,0.043218,0.1,80.0,31.0
kf5_0.85,0.838593,0.039596,0.1,80.0,50.0
kf5_0.85,0.84048,0.041266,0.1,80.0,100.0
kf5_0.85,0.843142,0.03742,0.1,80.0,150.0
kf5_0.85,0.842678,0.040519,0.1,80.0,200.0
kf5_0.85,0.842396,0.038819,0.1,80.0,250.0
kf5_0.85,0.836818,0.043623,0.1,100.0,31.0
kf5_0.85,0.838593,0.040658,0.1,100.0,50.0
kf5_0.85,0.840748,0.04031,0.1,100.0,100.0
kf5_0.85,0.842537,0.036673,0.1,100.0,150.0
kf5_0.85,0.845058,0.040761,0.1,100.0,200.0
kf5_0.85,0.842847,0.040411,0.1,100.0,250.0
kf5_0.85,0.837339,0.04573,0.1,120.0,31.0
kf5_0.85,0.837706,0.040355,0.1,120.0,50.0
kf5_0.85,0.840973,0.038902,0.1,120.0,100.0
kf5_0.85,0.842156,0.036601,0.1,120.0,150.0
kf5_0.85,0.844255,0.039303,0.1,120.0,200.0
kf5_0.85,0.843537,0.040717,0.1,120.0,250.0
kf5_0.85,0.836016,0.044618,0.1,140.0,31.0
kf5_0.85,0.838579,0.039151,0.1,140.0,50.0
kf5_0.85,0.840621,0.037514,0.1,140.0,100.0
kf5_0.85,0.841832,0.036397,0.1,140.0,150.0
kf5_0.85,0.844311,0.039797,0.1,140.0,200.0
kf5_0.85,0.843213,0.042016,0.1,140.0,250.0
kf5_0.85,0.836001,0.044049,0.1,160.0,31.0
kf5_0.85,0.838325,0.039421,0.1,160.0,50.0
kf5_0.85,0.840875,0.037394,0.1,160.0,100.0
kf5_0.85,0.840678,0.036563,0.1,160.0,150.0
kf5_0.85,0.844058,0.039132,0.1,160.0,200.0
kf5_0.85,0.843565,0.041182,0.1,160.0,250.0
kf5_0.85,0.835072,0.04462,0.1,180.0,31.0
kf5_0.85,0.838044,0.039045,0.1,180.0,50.0
kf5_0.85,0.842015,0.037871,0.1,180.0,100.0
kf5_0.85,0.839734,0.036772,0.1,180.0,150.0
kf5_0.85,0.843748,0.0389,0.1,180.0,200.0
kf5_0.85,0.843072,0.04047,0.1,180.0,250.0
kf5_0.85,0.834438,0.044459,0.1,200.0,31.0
kf5_0.85,0.837565,0.039333,0.1,200.0,50.0
kf5_0.85,0.841452,0.036959,0.1,200.0,100.0
kf5_0.85,0.839565,0.036651,0.1,200.0,150.0
kf5_0.85,0.843762,0.038476,0.1,200.0,200.0
kf5_0.85,0.843396,0.040702,0.1,200.0,250.0
kf5_0.85,0.834706,0.043931,0.1,220.0,31.0
kf5_0.85,0.83772,0.039358,0.1,220.0,50.0
kf5_0.85,0.841593,0.036928,0.1,220.0,100.0
kf5_0.85,0.839494,0.036675,0.1,220.0,150.0
kf5_0.85,0.84341,0.03776,0.1,220.0,200.0
kf5_0.85,0.843156,0.04046,0.1,220.0,250.0
kf5_0.85,0.838044,0.038646,0.5,40.0,31.0
kf5_0.85,0.839959,0.041946,0.5,40.0,50.0
kf5_0.85,0.840649,0.036223,0.5,40.0,100.0
kf5_0.85,0.841494,0.037148,0.5,40.0,150.0
kf5_0.85,0.843706,0.041717,0.5,40.0,200.0
kf5_0.85,0.843875,0.042373,0.5,40.0,250.0
kf5_0.85,0.829059,0.026385,0.5,60.0,31.0
kf5_0.85,0.834579,0.042536,0.5,60.0,50.0
kf5_0.85,0.841663,0.036419,0.5,60.0,100.0
kf5_0.85,0.841156,0.036383,0.5,60.0,150.0
kf5_0.85,0.843255,0.041687,0.5,60.0,200.0
kf5_0.85,0.84379,0.040858,0.5,60.0,250.0
kf5_0.85,0.838635,0.030025,0.5,80.0,31.0
kf5_0.85,0.831678,0.041259,0.5,80.0,50.0
kf5_0.85,0.841213,0.036101,0.5,80.0,100.0
kf5_0.85,0.841537,0.036762,0.5,80.0,150.0
kf5_0.85,0.843579,0.042044,0.5,80.0,200.0
kf5_0.85,0.843283,0.041349,0.5,80.0,250.0
kf5_0.85,0.829791,0.021451,0.5,100.0,31.0
kf5_0.85,0.821185,0.039191,0.5,100.0,50.0
kf5_0.85,0.840607,0.035784,0.5,100.0,100.0
kf5_0.85,0.841762,0.036215,0.5,100.0,150.0
kf5_0.85,0.843241,0.041904,0.5,100.0,200.0
kf5_0.85,0.842931,0.041424,0.5,100.0,250.0
kf5_0.85,0.839382,0.021985,0.5,120.0,31.0
kf5_0.85,0.803325,0.054602,0.5,120.0,50.0
kf5_0.85,0.84041,0.035951,0.5,120.0,100.0
kf5_0.85,0.841565,0.035983,0.5,120.0,150.0
kf5_0.85,0.843072,0.041948,0.5,120.0,200.0
kf5_0.85,0.843086,0.041269,0.5,120.0,250.0
kf5_0.85,0.834537,0.032594,0.5,140.0,31.0
kf5_0.85,0.796311,0.055657,0.5,140.0,50.0
kf5_0.85,0.840086,0.036602,0.5,140.0,100.0
kf5_0.85,0.841058,0.036106,0.5,140.0,150.0
kf5_0.85,0.843044,0.041559,0.5,140.0,200.0
kf5_0.85,0.843325,0.041311,0.5,140.0,250.0
kf5_0.85,0.842185,0.03003,0.5,160.0,31.0
kf5_0.85,0.803297,0.054751,0.5,160.0,50.0
kf5_0.85,0.840354,0.036159,0.5,160.0,100.0
kf5_0.85,0.841128,0.03617,0.5,160.0,150.0
kf5_0.85,0.842818,0.04151,0.5,160.0,200.0
kf5_0.85,0.843072,0.040923,0.5,160.0,250.0
kf5_0.85,0.836748,0.020038,0.5,180.0,31.0
kf5_0.85,0.803325,0.054693,0.5,180.0,50.0
kf5_0.85,0.840171,0.036277,0.5,180.0,100.0
kf5_0.85,0.841621,0.036565,0.5,180.0,150.0
kf5_0.85,0.842677,0.041462,0.5,180.0,200.0
kf5_0.85,0.843565,0.041079,0.5,180.0,250.0
kf5_0.85,0.8241,0.038227,0.5,200.0,31.0
kf5_0.85,0.803452,0.054662,0.5,200.0,50.0
kf5_0.85,0.839875,0.036403,0.5,200.0,100.0
kf5_0.85,0.841424,0.036604,0.5,200.0,150.0
kf5_0.85,0.842565,0.041216,0.5,200.0,200.0
kf5_0.85,0.843156,0.040696,0.5,200.0,250.0
kf5_0.85,0.827283,0.037901,0.5,220.0,31.0
kf5_0.85,0.803072,0.05446,0.5,220.0,50.0
kf5_0.85,0.839973,0.0367,0.5,220.0,100.0
kf5_0.85,0.841086,0.036354,0.5,220.0,150.0
kf5_0.85,0.84241,0.041252,0.5,220.0,200.0
kf5_0.85,0.843015,0.040878,0.5,220.0,250.0
kf5_0.85,0.817143,0.024517,1.0,40.0,31.0
kf5_0.85,0.818313,0.033401,1.0,40.0,50.0
kf5_0.85,0.780762,0.049972,1.0,40.0,100.0
kf5_0.85,0.778496,0.021535,1.0,40.0,150.0
kf5_0.85,0.753917,0.147422,1.0,40.0,200.0
kf5_0.85,0.806044,0.042227,1.0,40.0,250.0
kf5_0.85,0.81965,0.028679,1.0,60.0,31.0
kf5_0.85,0.828594,0.02798,1.0,60.0,50.0
kf5_0.85,0.79234,0.060034,1.0,60.0,100.0
kf5_0.85,0.779045,0.021632,1.0,60.0,150.0
kf5_0.85,0.753635,0.147311,1.0,60.0,200.0
kf5_0.85,0.805847,0.042103,1.0,60.0,250.0
kf5_0.85,0.818819,0.032302,1.0,80.0,31.0
kf5_0.85,0.829664,0.039216,1.0,80.0,50.0
kf5_0.85,0.7791,0.060575,1.0,80.0,100.0
kf5_0.85,0.778862,0.021593,1.0,80.0,150.0
kf5_0.85,0.753128,0.147204,1.0,80.0,200.0
kf5_0.85,0.805537,0.042395,1.0,80.0,250.0
kf5_0.85,0.818974,0.034286,1.0,100.0,31.0
kf5_0.85,0.831029,0.049847,1.0,100.0,50.0
kf5_0.85,0.7791,0.060575,1.0,100.0,100.0
kf5_0.85,0.778974,0.021616,1.0,100.0,150.0
kf5_0.85,0.753537,0.147393,1.0,100.0,200.0
kf5_0.85,0.805129,0.042393,1.0,100.0,250.0
kf5_0.85,0.818804,0.034451,1.0,120.0,31.0
kf5_0.85,0.805143,0.034006,1.0,120.0,50.0
kf5_0.85,0.7791,0.060575,1.0,120.0,100.0
kf5_0.85,0.77882,0.021585,1.0,120.0,150.0
kf5_0.85,0.753748,0.147613,1.0,120.0,200.0
kf5_0.85,0.805312,0.042411,1.0,120.0,250.0
kf5_0.85,0.814565,0.038283,1.0,140.0,31.0
kf5_0.85,0.815143,0.040832,1.0,140.0,50.0
kf5_0.85,0.7791,0.060575,1.0,140.0,100.0
kf5_0.85,0.77889,0.021599,1.0,140.0,150.0
kf5_0.85,0.753649,0.14745,1.0,140.0,200.0
kf5_0.85,0.805326,0.042332,1.0,140.0,250.0
kf5_0.85,0.811551,0.048114,1.0,160.0,31.0
kf5_0.85,0.774694,0.038468,1.0,160.0,50.0
kf5_0.85,0.7791,0.060575,1.0,160.0,100.0
kf5_0.85,0.778665,0.021559,1.0,160.0,150.0
kf5_0.85,0.753776,0.147481,1.0,160.0,200.0
kf5_0.85,0.805396,0.04246,1.0,160.0,250.0
kf5_0.85,0.839762,0.03552,1.0,180.0,31.0
kf5_0.85,0.770426,0.056571,1.0,180.0,50.0
kf5_0.85,0.7791,0.060575,1.0,180.0,100.0
kf5_0.85,0.778763,0.021575,1.0,180.0,150.0
kf5_0.85,0.75372,0.147358,1.0,180.0,200.0
kf5_0.85,0.805636,0.042507,1.0,180.0,250.0
kf5_0.85,0.839199,0.032644,1.0,200.0,31.0
kf5_0.85,0.770426,0.056571,1.0,200.0,50.0
kf5_0.85,0.7791,0.060575,1.0,200.0,100.0
kf5_0.85,0.778763,0.021575,1.0,200.0,150.0
kf5_0.85,0.753706,0.147279,1.0,200.0,200.0
kf5_0.85,0.805664,0.042501,1.0,200.0,250.0
kf5_0.85,0.839438,0.023552,1.0,220.0,31.0
kf5_0.85,0.770426,0.056571,1.0,220.0,50.0
kf5_0.85,0.7791,0.060575,1.0,220.0,100.0
kf5_0.85,0.778862,0.021593,1.0,220.0,150.0
kf5_0.85,0.753621,0.147212,1.0,220.0,200.0
kf5_0.85,0.805622,0.042498,1.0,220.0,250.0
strf5_0.84,0.583034,1.2e-05,0.001,40.0,31.0
strf5_0.84,0.583034,1.2e-05,0.001,40.0,50.0
strf5_0.84,0.583034,1.2e-05,0.001,40.0,100.0
strf5_0.84,0.583034,1.2e-05,0.001,40.0,150.0
strf5_0.84,0.583034,1.2e-05,0.001,40.0,200.0
strf5_0.84,0.583034,1.2e-05,0.001,40.0,250.0
strf5_0.84,0.583034,1.2e-05,0.001,60.0,31.0
strf5_0.84,0.583034,1.2e-05,0.001,60.0,50.0
strf5_0.84,0.583034,1.2e-05,0.001,60.0,100.0
strf5_0.84,0.583034,1.2e-05,0.001,60.0,150.0
strf5_0.84,0.583034,1.2e-05,0.001,60.0,200.0
strf5_0.84,0.583034,1.2e-05,0.001,60.0,250.0
strf5_0.84,0.583034,1.2e-05,0.001,80.0,31.0
strf5_0.84,0.583034,1.2e-05,0.001,80.0,50.0
strf5_0.84,0.583034,1.2e-05,0.001,80.0,100.0
strf5_0.84,0.583034,1.2e-05,0.001,80.0,150.0
strf5_0.84,0.583034,1.2e-05,0.001,80.0,200.0
strf5_0.84,0.583034,1.2e-05,0.001,80.0,250.0
strf5_0.84,0.583034,1.2e-05,0.001,100.0,31.0
strf5_0.84,0.583034,1.2e-05,0.001,100.0,50.0
strf5_0.84,0.583034,1.2e-05,0.001,100.0,100.0
strf5_0.84,0.583034,1.2e-05,0.001,100.0,150.0
strf5_0.84,0.583034,1.2e-05,0.001,100.0,200.0
strf5_0.84,0.583034,1.2e-05,0.001,100.0,250.0
strf5_0.84,0.583034,1.2e-05,0.001,120.0,31.0
strf5_0.84,0.583034,1.2e-05,0.001,120.0,50.0
strf5_0.84,0.583034,1.2e-05,0.001,120.0,100.0
strf5_0.84,0.583034,1.2e-05,0.001,120.0,150.0
strf5_0.84,0.583034,1.2e-05,0.001,120.0,200.0
strf5_0.84,0.583034,1.2e-05,0.001,120.0,250.0
strf5_0.84,0.583034,1.2e-05,0.001,140.0,31.0
strf5_0.84,0.583034,1.2e-05,0.001,140.0,50.0
strf5_0.84,0.583034,1.2e-05,0.001,140.0,100.0
strf5_0.84,0.583034,1.2e-05,0.001,140.0,150.0
strf5_0.84,0.583034,1.2e-05,0.001,140.0,200.0
strf5_0.84,0.583034,1.2e-05,0.001,140.0,250.0
strf5_0.84,0.57695,0.011047,0.001,160.0,31.0
strf5_0.84,0.61371,0.085363,0.001,160.0,50.0
strf5_0.84,0.709313,0.087502,0.001,160.0,100.0
strf5_0.84,0.802735,0.045968,0.001,160.0,150.0
strf5_0.84,0.810255,0.042278,0.001,160.0,200.0
strf5_0.84,0.80965,0.044054,0.001,160.0,250.0
strf5_0.84,0.814987,0.053354,0.001,180.0,31.0
strf5_0.84,0.799847,0.055201,0.001,180.0,50.0
strf5_0.84,0.819692,0.047378,0.001,180.0,100.0
strf5_0.84,0.819509,0.04796,0.001,180.0,150.0
strf5_0.84,0.814833,0.041761,0.001,180.0,200.0
strf5_0.84,0.814143,0.04491,0.001,180.0,250.0
strf5_0.84,0.826044,0.046921,0.001,200.0,31.0
strf5_0.84,0.810988,0.044701,0.001,200.0,50.0
strf5_0.84,0.823044,0.043041,0.001,200.0,100.0
strf5_0.84,0.818762,0.04765,0.001,200.0,150.0
strf5_0.84,0.81496,0.041854,0.001,200.0,200.0
strf5_0.84,0.816551,0.041748,0.001,200.0,250.0
strf5_0.84,0.828142,0.047172,0.001,220.0,31.0
strf5_0.84,0.817269,0.043588,0.001,220.0,50.0
strf5_0.84,0.819748,0.04628,0.001,220.0,100.0
strf5_0.84,0.816988,0.048306,0.001,220.0,150.0
strf5_0.84,0.814396,0.04273,0.001,220.0,200.0
strf5_0.84,0.814185,0.04165,0.001,220.0,250.0
strf5_0.84,0.825692,0.046781,0.005,40.0,31.0
strf5_0.84,0.811875,0.043888,0.005,40.0,50.0
strf5_0.84,0.82379,0.043009,0.005,40.0,100.0
strf5_0.84,0.818819,0.047798,0.005,40.0,150.0
strf5_0.84,0.814748,0.042107,0.005,40.0,200.0
strf5_0.84,0.816706,0.042025,0.005,40.0,250.0
strf5_0.84,0.826748,0.052122,0.005,60.0,31.0
strf5_0.84,0.819424,0.049284,0.005,60.0,50.0
strf5_0.84,0.818621,0.045442,0.005,60.0,100.0
strf5_0.84,0.813579,0.04921,0.005,60.0,150.0
strf5_0.84,0.811438,0.042939,0.005,60.0,200.0
strf5_0.84,0.810114,0.044851,0.005,60.0,250.0
strf5_0.84,0.830213,0.052389,0.005,80.0,31.0
strf5_0.84,0.823508,0.050329,0.005,80.0,50.0
strf5_0.84,0.820945,0.044957,0.005,80.0,100.0
strf5_0.84,0.815678,0.044105,0.005,80.0,150.0
strf5_0.84,0.811157,0.041788,0.005,80.0,200.0
strf5_0.84,0.81041,0.042396,0.005,80.0,250.0
strf5_0.84,0.832734,0.051866,0.005,100.0,31.0
strf5_0.84,0.830607,0.052645,0.005,100.0,50.0
strf5_0.84,0.820945,0.046148,0.005,100.0,100.0
strf5_0.84,0.813607,0.04592,0.005,100.0,150.0
strf5_0.84,0.812495,0.041762,0.005,100.0,200.0
