way,acc_mean,acc_std,learning_rate,n_estimators,num_leaves
strf5_0.84,0.809931,0.04496,0.005,100.0,250.0
strf5_0.84,0.837748,0.047102,0.005,120.0,31.0
strf5_0.84,0.828086,0.050201,0.005,120.0,50.0
strf5_0.84,0.8191,0.046293,0.005,120.0,100.0
strf5_0.84,0.815607,0.045601,0.005,120.0,150.0
strf5_0.84,0.811129,0.041448,0.005,120.0,200.0
strf5_0.84,0.810213,0.044775,0.005,120.0,250.0
strf5_0.84,0.838311,0.045302,0.005,140.0,31.0
strf5_0.84,0.828382,0.053317,0.005,140.0,50.0
strf5_0.84,0.820593,0.04533,0.005,140.0,100.0
strf5_0.84,0.81479,0.045527,0.005,140.0,150.0
strf5_0.84,0.812917,0.040348,0.005,140.0,200.0
strf5_0.84,0.809368,0.043991,0.005,140.0,250.0
strf5_0.84,0.839452,0.048377,0.005,160.0,31.0
strf5_0.84,0.8291,0.051763,0.005,160.0,50.0
strf5_0.84,0.822452,0.043381,0.005,160.0,100.0
strf5_0.84,0.814847,0.047734,0.005,160.0,150.0
strf5_0.84,0.813438,0.040229,0.005,160.0,200.0
strf5_0.84,0.809847,0.044837,0.005,160.0,250.0
strf5_0.84,0.836452,0.043689,0.005,180.0,31.0
strf5_0.84,0.831269,0.051307,0.005,180.0,50.0
strf5_0.84,0.823058,0.047148,0.005,180.0,100.0
strf5_0.84,0.815889,0.048194,0.005,180.0,150.0
strf5_0.84,0.812368,0.040487,0.005,180.0,200.0
strf5_0.84,0.810565,0.043975,0.005,180.0,250.0
strf5_0.84,0.836481,0.042741,0.005,200.0,31.0
strf5_0.84,0.82979,0.050457,0.005,200.0,50.0
strf5_0.84,0.822776,0.047484,0.005,200.0,100.0
strf5_0.84,0.816156,0.046312,0.005,200.0,150.0
strf5_0.84,0.815297,0.041138,0.005,200.0,200.0
strf5_0.84,0.811959,0.042921,0.005,200.0,250.0
strf5_0.84,0.828425,0.038397,0.005,220.0,31.0
strf5_0.84,0.828213,0.048458,0.005,220.0,50.0
strf5_0.84,0.824565,0.045807,0.005,220.0,100.0
strf5_0.84,0.818086,0.046457,0.005,220.0,150.0
strf5_0.84,0.816987,0.043391,0.005,220.0,200.0
strf5_0.84,0.8121,0.043374,0.005,220.0,250.0
strf5_0.84,0.830269,0.052257,0.01,40.0,31.0
strf5_0.84,0.823044,0.04966,0.01,40.0,50.0
strf5_0.84,0.820593,0.045195,0.01,40.0,100.0
strf5_0.84,0.814903,0.044067,0.01,40.0,150.0
strf5_0.84,0.811227,0.04041,0.01,40.0,200.0
strf5_0.84,0.811875,0.041869,0.01,40.0,250.0
strf5_0.84,0.837931,0.047138,0.01,60.0,31.0
strf5_0.84,0.828987,0.051626,0.01,60.0,50.0
strf5_0.84,0.818734,0.045033,0.01,60.0,100.0
strf5_0.84,0.814861,0.045567,0.01,60.0,150.0
strf5_0.84,0.81079,0.041175,0.01,60.0,200.0
strf5_0.84,0.809255,0.045367,0.01,60.0,250.0
strf5_0.84,0.839508,0.048296,0.01,80.0,31.0
strf5_0.84,0.828382,0.052362,0.01,80.0,50.0
strf5_0.84,0.821692,0.042801,0.01,80.0,100.0
strf5_0.84,0.814551,0.048293,0.01,80.0,150.0
strf5_0.84,0.813565,0.040346,0.01,80.0,200.0
strf5_0.84,0.810128,0.04466,0.01,80.0,250.0
strf5_0.84,0.837438,0.043322,0.01,100.0,31.0
strf5_0.84,0.829354,0.049491,0.01,100.0,50.0
strf5_0.84,0.823297,0.04783,0.01,100.0,100.0
strf5_0.84,0.816537,0.047421,0.01,100.0,150.0
strf5_0.84,0.813579,0.040465,0.01,100.0,200.0
strf5_0.84,0.812269,0.042542,0.01,100.0,250.0
strf5_0.84,0.827946,0.036803,0.01,120.0,31.0
strf5_0.84,0.82641,0.044503,0.01,120.0,50.0
strf5_0.84,0.823861,0.046511,0.01,120.0,100.0
strf5_0.84,0.82003,0.045617,0.01,120.0,150.0
strf5_0.84,0.816903,0.04431,0.01,120.0,200.0
strf5_0.84,0.812495,0.041194,0.01,120.0,250.0
strf5_0.84,0.826706,0.036572,0.01,140.0,31.0
strf5_0.84,0.820326,0.036982,0.01,140.0,50.0
strf5_0.84,0.823438,0.047207,0.01,140.0,100.0
strf5_0.84,0.817522,0.048985,0.01,140.0,150.0
strf5_0.84,0.816058,0.04454,0.01,140.0,200.0
strf5_0.84,0.814706,0.037693,0.01,140.0,250.0
strf5_0.84,0.827284,0.036338,0.01,160.0,31.0
strf5_0.84,0.82665,0.040473,0.01,160.0,50.0
strf5_0.84,0.822171,0.046543,0.01,160.0,100.0
strf5_0.84,0.817621,0.047057,0.01,160.0,150.0
strf5_0.84,0.815396,0.046052,0.01,160.0,200.0
strf5_0.84,0.815875,0.042257,0.01,160.0,250.0
strf5_0.84,0.82727,0.036495,0.01,180.0,31.0
strf5_0.84,0.827734,0.039215,0.01,180.0,50.0
strf5_0.84,0.822368,0.044993,0.01,180.0,100.0
strf5_0.84,0.816466,0.044665,0.01,180.0,150.0
strf5_0.84,0.818973,0.045209,0.01,180.0,200.0
strf5_0.84,0.816396,0.04386,0.01,180.0,250.0
strf5_0.84,0.835002,0.032466,0.01,200.0,31.0
strf5_0.84,0.829016,0.043674,0.01,200.0,50.0
strf5_0.84,0.822326,0.046364,0.01,200.0,100.0
strf5_0.84,0.817044,0.046695,0.01,200.0,150.0
strf5_0.84,0.820255,0.044961,0.01,200.0,200.0
strf5_0.84,0.818987,0.043072,0.01,200.0,250.0
strf5_0.84,0.835946,0.03402,0.01,220.0,31.0
strf5_0.84,0.826607,0.042785,0.01,220.0,50.0
strf5_0.84,0.822311,0.046626,0.01,220.0,100.0
strf5_0.84,0.817354,0.047264,0.01,220.0,150.0
strf5_0.84,0.822016,0.044928,0.01,220.0,200.0
strf5_0.84,0.820227,0.038229,0.01,220.0,250.0
strf5_0.84,0.838889,0.036693,0.05,40.0,31.0
strf5_0.84,0.823748,0.041357,0.05,40.0,50.0
strf5_0.84,0.822171,0.046816,0.05,40.0,100.0
strf5_0.84,0.817663,0.048013,0.05,40.0,150.0
strf5_0.84,0.82179,0.045786,0.05,40.0,200.0
strf5_0.84,0.819776,0.045604,0.05,40.0,250.0
strf5_0.84,0.840199,0.040157,0.05,60.0,31.0
strf5_0.84,0.834368,0.040223,0.05,60.0,50.0
strf5_0.84,0.819875,0.045321,0.05,60.0,100.0
strf5_0.84,0.819368,0.048146,0.05,60.0,150.0
strf5_0.84,0.822466,0.045828,0.05,60.0,200.0
strf5_0.84,0.82234,0.044336,0.05,60.0,250.0
strf5_0.84,0.839269,0.035545,0.05,80.0,31.0
strf5_0.84,0.834818,0.039026,0.05,80.0,50.0
strf5_0.84,0.817537,0.041958,0.05,80.0,100.0
strf5_0.84,0.818832,0.04682,0.05,80.0,150.0
strf5_0.84,0.823917,0.045568,0.05,80.0,200.0
strf5_0.84,0.823551,0.04617,0.05,80.0,250.0
strf5_0.84,0.833636,0.030856,0.05,100.0,31.0
strf5_0.84,0.833537,0.036396,0.05,100.0,50.0
strf5_0.84,0.826818,0.040332,0.05,100.0,100.0
strf5_0.84,0.81672,0.042644,0.05,100.0,150.0
strf5_0.84,0.823945,0.046471,0.05,100.0,200.0
strf5_0.84,0.824579,0.046745,0.05,100.0,250.0
strf5_0.84,0.826566,0.024521,0.05,120.0,31.0
strf5_0.84,0.829988,0.032707,0.05,120.0,50.0
strf5_0.84,0.831368,0.038592,0.05,120.0,100.0
strf5_0.84,0.819861,0.045522,0.05,120.0,150.0
strf5_0.84,0.823551,0.042402,0.05,120.0,200.0
strf5_0.84,0.822326,0.045221,0.05,120.0,250.0
strf5_0.84,0.820115,0.021767,0.05,140.0,31.0
strf5_0.84,0.822918,0.023435,0.05,140.0,50.0
strf5_0.84,0.830664,0.036344,0.05,140.0,100.0
strf5_0.84,0.830325,0.040134,0.05,140.0,150.0
strf5_0.84,0.824748,0.042868,0.05,140.0,200.0
strf5_0.84,0.822467,0.042288,0.05,140.0,250.0
strf5_0.84,0.817552,0.021686,0.05,160.0,31.0
strf5_0.84,0.82327,0.022496,0.05,160.0,50.0
strf5_0.84,0.826157,0.028648,0.05,160.0,100.0
strf5_0.84,0.831875,0.039189,0.05,160.0,150.0
strf5_0.84,0.836607,0.038716,0.05,160.0,200.0
strf5_0.84,0.822945,0.043045,0.05,160.0,250.0
strf5_0.84,0.813763,0.02151,0.05,180.0,31.0
strf5_0.84,0.822523,0.023256,0.05,180.0,50.0
strf5_0.84,0.821636,0.025868,0.05,180.0,100.0
strf5_0.84,0.830509,0.037007,0.05,180.0,150.0
strf5_0.84,0.837832,0.041586,0.05,180.0,200.0
strf5_0.84,0.832326,0.033648,0.05,180.0,250.0
strf5_0.84,0.815129,0.022339,0.05,200.0,31.0
strf5_0.84,0.821706,0.023136,0.05,200.0,50.0
strf5_0.84,0.816904,0.027966,0.05,200.0,100.0
strf5_0.84,0.829607,0.033421,0.05,200.0,150.0
strf5_0.84,0.836523,0.042314,0.05,200.0,200.0
strf5_0.84,0.837297,0.03312,0.05,200.0,250.0
strf5_0.84,0.814918,0.023048,0.05,220.0,31.0
strf5_0.84,0.82096,0.024849,0.05,220.0,50.0
strf5_0.84,0.819594,0.025726,0.05,220.0,100.0
strf5_0.84,0.82896,0.032245,0.05,220.0,150.0
strf5_0.84,0.835663,0.040675,0.05,220.0,200.0
strf5_0.84,0.839227,0.034268,0.05,220.0,250.0
strf5_0.84,0.839509,0.034924,0.1,40.0,31.0
strf5_0.84,0.836607,0.036195,0.1,40.0,50.0
strf5_0.84,0.82103,0.043224,0.1,40.0,100.0
strf5_0.84,0.819241,0.047829,0.1,40.0,150.0
strf5_0.84,0.822565,0.045461,0.1,40.0,200.0
strf5_0.84,0.826804,0.046331,0.1,40.0,250.0
strf5_0.84,0.822932,0.020909,0.1,60.0,31.0
strf5_0.84,0.828762,0.030152,0.1,60.0,50.0
strf5_0.84,0.831086,0.035827,0.1,60.0,100.0
strf5_0.84,0.821396,0.043605,0.1,60.0,150.0
strf5_0.84,0.821171,0.039127,0.1,60.0,200.0
strf5_0.84,0.825734,0.047346,0.1,60.0,250.0
strf5_0.84,0.810594,0.01919,0.1,80.0,31.0
strf5_0.84,0.8122,0.022034,0.1,80.0,50.0
strf5_0.84,0.823551,0.026185,0.1,80.0,100.0
strf5_0.84,0.832002,0.034907,0.1,80.0,150.0
strf5_0.84,0.825283,0.041702,0.1,80.0,200.0
strf5_0.84,0.825917,0.046371,0.1,80.0,250.0
strf5_0.84,0.814904,0.016575,0.1,100.0,31.0
strf5_0.84,0.809298,0.023836,0.1,100.0,50.0
strf5_0.84,0.815087,0.029638,0.1,100.0,100.0
strf5_0.84,0.82879,0.032625,0.1,100.0,150.0
strf5_0.84,0.833762,0.039186,0.1,100.0,200.0
strf5_0.84,0.8351,0.038374,0.1,100.0,250.0
strf5_0.84,0.812495,0.016379,0.1,120.0,31.0
strf5_0.84,0.808876,0.024872,0.1,120.0,50.0
strf5_0.84,0.813045,0.027414,0.1,120.0,100.0
strf5_0.84,0.827636,0.028921,0.1,120.0,150.0
strf5_0.84,0.832368,0.037373,0.1,120.0,200.0
strf5_0.84,0.837424,0.039901,0.1,120.0,250.0
strf5_0.84,0.809467,0.018259,0.1,140.0,31.0
strf5_0.84,0.811622,0.026143,0.1,140.0,50.0
strf5_0.84,0.812256,0.026963,0.1,140.0,100.0
strf5_0.84,0.823988,0.025775,0.1,140.0,150.0
strf5_0.84,0.830692,0.033696,0.1,140.0,200.0
strf5_0.84,0.836635,0.038744,0.1,140.0,250.0
strf5_0.84,0.813059,0.022956,0.1,160.0,31.0
strf5_0.84,0.809411,0.02551,0.1,160.0,50.0
strf5_0.84,0.810679,0.02688,0.1,160.0,100.0
strf5_0.84,0.821242,0.025476,0.1,160.0,150.0
strf5_0.84,0.82896,0.030601,0.1,160.0,200.0
strf5_0.84,0.835297,0.035844,0.1,160.0,250.0
strf5_0.84,0.814101,0.025047,0.1,180.0,31.0
strf5_0.84,0.809974,0.023477,0.1,180.0,50.0
strf5_0.84,0.810425,0.026778,0.1,180.0,100.0
strf5_0.84,0.822847,0.024285,0.1,180.0,150.0
strf5_0.84,0.828326,0.028747,0.1,180.0,200.0
strf5_0.84,0.836086,0.035124,0.1,180.0,250.0
strf5_0.84,0.814185,0.020945,0.1,200.0,31.0
strf5_0.84,0.809115,0.022928,0.1,200.0,50.0
strf5_0.84,0.808467,0.026112,0.1,200.0,100.0
strf5_0.84,0.821692,0.023994,0.1,200.0,150.0
strf5_0.84,0.828002,0.028603,0.1,200.0,200.0
strf5_0.84,0.835903,0.035117,0.1,200.0,250.0
strf5_0.84,0.811045,0.019536,0.1,220.0,31.0
strf5_0.84,0.806313,0.022048,0.1,220.0,50.0
strf5_0.84,0.80851,0.025164,0.1,220.0,100.0
strf5_0.84,0.820566,0.0228,0.1,220.0,150.0
strf5_0.84,0.827734,0.029141,0.1,220.0,200.0
strf5_0.84,0.835973,0.034552,0.1,220.0,250.0
strf5_0.84,0.814157,0.02327,0.5,40.0,31.0
strf5_0.84,0.817002,0.021843,0.5,40.0,50.0
strf5_0.84,0.81072,0.031285,0.5,40.0,100.0
strf5_0.84,0.829833,0.03575,0.5,40.0,150.0
strf5_0.84,0.827495,0.034686,0.5,40.0,200.0
strf5_0.84,0.835861,0.039678,0.5,40.0,250.0
strf5_0.84,0.809031,0.018112,0.5,60.0,31.0
strf5_0.84,0.816044,0.020739,0.5,60.0,50.0
strf5_0.84,0.763509,0.08565,0.5,60.0,100.0
strf5_0.84,0.829157,0.034866,0.5,60.0,150.0
strf5_0.84,0.82703,0.035568,0.5,60.0,200.0
strf5_0.84,0.834001,0.038525,0.5,60.0,250.0
strf5_0.84,0.808228,0.018488,0.5,80.0,31.0
strf5_0.84,0.80496,0.026138,0.5,80.0,50.0
strf5_0.84,0.764312,0.086434,0.5,80.0,100.0
strf5_0.84,0.829537,0.034716,0.5,80.0,150.0
strf5_0.84,0.828593,0.035686,0.5,80.0,200.0
strf5_0.84,0.834396,0.038284,0.5,80.0,250.0
strf5_0.84,0.7992,0.015501,0.5,100.0,31.0
strf5_0.84,0.811157,0.027855,0.5,100.0,50.0
strf5_0.84,0.764072,0.086384,0.5,100.0,100.0
strf5_0.84,0.829424,0.034159,0.5,100.0,150.0
strf5_0.84,0.829199,0.036116,0.5,100.0,200.0
strf5_0.84,0.834804,0.038421,0.5,100.0,250.0
strf5_0.84,0.806129,0.017191,0.5,120.0,31.0
strf5_0.84,0.808269,0.030334,0.5,120.0,50.0
strf5_0.84,0.765748,0.088085,0.5,120.0,100.0
strf5_0.84,0.829537,0.034478,0.5,120.0,150.0
strf5_0.84,0.829297,0.035825,0.5,120.0,200.0
strf5_0.84,0.834424,0.038418,0.5,120.0,250.0
strf5_0.84,0.802256,0.016116,0.5,140.0,31.0
strf5_0.84,0.828016,0.038588,0.5,140.0,50.0
strf5_0.84,0.765692,0.087889,0.5,140.0,100.0
strf5_0.84,0.829509,0.034903,0.5,140.0,150.0
strf5_0.84,0.828776,0.035545,0.5,140.0,200.0
strf5_0.84,0.834523,0.037954,0.5,140.0,250.0
strf5_0.84,0.798552,0.020338,0.5,160.0,31.0
strf5_0.84,0.827509,0.037131,0.5,160.0,50.0
strf5_0.84,0.764903,0.087286,0.5,160.0,100.0
strf5_0.84,0.830002,0.034871,0.5,160.0,150.0
strf5_0.84,0.829086,0.035808,0.5,160.0,200.0
strf5_0.84,0.83472,0.03817,0.5,160.0,250.0
strf5_0.84,0.806707,0.022813,0.5,180.0,31.0
strf5_0.84,0.827495,0.037508,0.5,180.0,50.0
strf5_0.84,0.764762,0.087143,0.5,180.0,100.0
strf5_0.84,0.830142,0.035396,0.5,180.0,150.0
strf5_0.84,0.829368,0.03566,0.5,180.0,200.0
strf5_0.84,0.834663,0.038275,0.5,180.0,250.0
strf5_0.84,0.803678,0.032035,0.5,200.0,31.0
strf5_0.84,0.827664,0.037579,0.5,200.0,50.0
strf5_0.84,0.764608,0.087068,0.5,200.0,100.0
strf5_0.84,0.830072,0.035776,0.5,200.0,150.0
strf5_0.84,0.829255,0.03582,0.5,200.0,200.0
strf5_0.84,0.834663,0.038343,0.5,200.0,250.0
strf5_0.84,0.819566,0.034585,0.5,220.0,31.0
strf5_0.84,0.827593,0.037908,0.5,220.0,50.0
strf5_0.84,0.764861,0.087337,0.5,220.0,100.0
strf5_0.84,0.83034,0.035943,0.5,220.0,150.0
strf5_0.84,0.829579,0.036037,0.5,220.0,200.0
strf5_0.84,0.834438,0.03828,0.5,220.0,250.0
strf5_0.84,0.800679,0.020667,1.0,40.0,31.0
strf5_0.84,0.801341,0.0262,1.0,40.0,50.0
strf5_0.84,0.80527,0.072583,1.0,40.0,100.0
strf5_0.84,0.711382,0.129171,1.0,40.0,150.0
strf5_0.84,0.746146,0.094599,1.0,40.0,200.0
strf5_0.84,0.745144,0.109698,1.0,40.0,250.0
strf5_0.84,0.789721,0.021794,1.0,60.0,31.0
strf5_0.84,0.793833,0.037126,1.0,60.0,50.0
strf5_0.84,0.761989,0.072713,1.0,60.0,100.0
strf5_0.84,0.711382,0.129171,1.0,60.0,150.0
strf5_0.84,0.745555,0.094004,1.0,60.0,200.0
strf5_0.84,0.746792,0.110258,1.0,60.0,250.0
strf5_0.84,0.79789,0.019213,1.0,80.0,31.0
strf5_0.84,0.796129,0.037551,1.0,80.0,50.0
strf5_0.84,0.761989,0.072713,1.0,80.0,100.0
strf5_0.84,0.711382,0.129171,1.0,80.0,150.0
strf5_0.84,0.745752,0.094218,1.0,80.0,200.0
strf5_0.84,0.746355,0.110079,1.0,80.0,250.0
strf5_0.84,0.796651,0.018463,1.0,100.0,31.0
strf5_0.84,0.813791,0.039208,1.0,100.0,50.0
strf5_0.84,0.761989,0.072713,1.0,100.0,100.0
strf5_0.84,0.711382,0.129171,1.0,100.0,150.0
strf5_0.84,0.745597,0.09405,1.0,100.0,200.0
strf5_0.84,0.746341,0.109967,1.0,100.0,250.0
strf5_0.84,0.795186,0.029409,1.0,120.0,31.0
strf5_0.84,0.821932,0.026373,1.0,120.0,50.0
strf5_0.84,0.761989,0.072713,1.0,120.0,100.0
strf5_0.84,0.711382,0.129171,1.0,120.0,150.0
strf5_0.84,0.745428,0.093863,1.0,120.0,200.0
strf5_0.84,0.746116,0.109663,1.0,120.0,250.0
strf5_0.84,0.81427,0.024175,1.0,140.0,31.0
strf5_0.84,0.8181,0.047499,1.0,140.0,50.0
strf5_0.84,0.761989,0.072713,1.0,140.0,100.0
strf5_0.84,0.711382,0.129171,1.0,140.0,150.0
strf5_0.84,0.745555,0.093983,1.0,140.0,200.0
strf5_0.84,0.746552,0.109817,1.0,140.0,250.0
strf5_0.84,0.81772,0.041143,1.0,160.0,31.0
strf5_0.84,0.752227,0.083052,1.0,160.0,50.0
strf5_0.84,0.761989,0.072713,1.0,160.0,100.0
strf5_0.84,0.711382,0.129171,1.0,160.0,150.0
strf5_0.84,0.745526,0.093978,1.0,160.0,200.0
strf5_0.84,0.74689,0.109839,1.0,160.0,250.0
strf5_0.84,0.815439,0.028572,1.0,180.0,31.0
strf5_0.84,0.752227,0.083052,1.0,180.0,50.0
strf5_0.84,0.761989,0.072713,1.0,180.0,100.0
strf5_0.84,0.711382,0.129171,1.0,180.0,150.0
strf5_0.84,0.745456,0.093898,1.0,180.0,200.0
strf5_0.84,0.746806,0.109844,1.0,180.0,250.0
strf5_0.84,0.820833,0.04872,1.0,200.0,31.0
strf5_0.84,0.752227,0.083052,1.0,200.0,50.0
strf5_0.84,0.761989,0.072713,1.0,200.0,100.0
strf5_0.84,0.711382,0.129171,1.0,200.0,150.0
strf5_0.84,0.745569,0.094018,1.0,200.0,200.0
strf5_0.84,0.746848,0.109886,1.0,200.0,250.0
strf5_0.84,0.836945,0.045459,1.0,220.0,31.0
strf5_0.84,0.752227,0.083052,1.0,220.0,50.0
strf5_0.84,0.761989,0.072713,1.0,220.0,100.0
strf5_0.84,0.711382,0.129171,1.0,220.0,150.0
strf5_0.84,0.74547,0.093918,1.0,220.0,200.0
strf5_0.84,0.746904,0.109897,1.0,220.0,250.0
tf10_0.86,0.57462,0.149983,0.001,40.0,31.0
tf10_0.86,0.57462,0.149983,0.001,40.0,50.0
tf10_0.86,0.57462,0.149983,0.001,40.0,100.0
tf10_0.86,0.57462,0.149983,0.001,40.0,150.0
tf10_0.86,0.57462,0.149983,0.001,40.0,200.0
tf10_0.86,0.57462,0.149983,0.001,40.0,250.0
tf10_0.86,0.600806,0.183531,0.001,60.0,31.0
tf10_0.86,0.598683,0.179769,0.001,60.0,50.0
tf10_0.86,0.599892,0.181894,0.001,60.0,100.0
tf10_0.86,0.598807,0.179985,0.001,60.0,150.0
tf10_0.86,0.598745,0.179877,0.001,60.0,200.0
tf10_0.86,0.598745,0.179877,0.001,60.0,250.0
tf10_0.86,0.598621,0.179662,0.001,80.0,31.0
tf10_0.86,0.597412,0.177589,0.001,80.0,50.0
tf10_0.86,0.599086,0.180472,0.001,80.0,100.0
tf10_0.86,0.598606,0.179635,0.001,80.0,150.0
tf10_0.86,0.598606,0.179635,0.001,80.0,200.0
tf10_0.86,0.598606,0.179635,0.001,80.0,250.0
tf10_0.86,0.596467,0.177462,0.001,100.0,31.0
tf10_0.86,0.596188,0.176985,0.001,100.0,50.0
tf10_0.86,0.597025,0.178242,0.001,100.0,100.0
tf10_0.86,0.621274,0.201982,0.001,100.0,150.0
tf10_0.86,0.621274,0.201982,0.001,100.0,200.0
tf10_0.86,0.621274,0.201982,0.001,100.0,250.0
tf10_0.86,0.626325,0.205969,0.001,120.0,31.0
tf10_0.86,0.624218,0.204028,0.001,120.0,50.0
tf10_0.86,0.623784,0.203021,0.001,120.0,100.0
tf10_0.86,0.628881,0.208991,0.001,120.0,150.0
tf10_0.86,0.629098,0.209214,0.001,120.0,200.0
tf10_0.86,0.628324,0.208428,0.001,120.0,250.0
tf10_0.86,0.647273,0.2147,0.001,140.0,31.0
tf10_0.86,0.646173,0.213794,0.001,140.0,50.0
tf10_0.86,0.647567,0.21539,0.001,140.0,100.0
tf10_0.86,0.646715,0.214434,0.001,140.0,150.0
tf10_0.86,0.647598,0.215212,0.001,140.0,200.0
tf10_0.86,0.647397,0.215026,0.001,140.0,250.0
tf10_0.86,0.741819,0.168437,0.001,160.0,31.0
tf10_0.86,0.746359,0.165151,0.001,160.0,50.0
tf10_0.86,0.750418,0.164489,0.001,160.0,100.0
tf10_0.86,0.74484,0.163746,0.001,160.0,150.0
tf10_0.86,0.745801,0.163913,0.001,160.0,200.0
tf10_0.86,0.745042,0.163769,0.001,160.0,250.0
tf10_0.86,0.778107,0.149627,0.001,180.0,31.0
tf10_0.86,0.765804,0.149483,0.001,180.0,50.0
tf10_0.86,0.764998,0.151902,0.001,180.0,100.0
tf10_0.86,0.757918,0.15199,0.001,180.0,150.0
tf10_0.86,0.757189,0.151721,0.001,180.0,200.0
tf10_0.86,0.756864,0.151847,0.001,180.0,250.0
tf10_0.86,0.777812,0.148564,0.001,200.0,31.0
tf10_0.86,0.766563,0.147873,0.001,200.0,50.0
tf10_0.86,0.765432,0.14677,0.001,200.0,100.0
tf10_0.86,0.759498,0.147635,0.001,200.0,150.0
tf10_0.86,0.769972,0.147553,0.001,200.0,200.0
tf10_0.86,0.769724,0.147553,0.001,200.0,250.0
tf10_0.86,0.782011,0.148055,0.001,220.0,31.0
tf10_0.86,0.773799,0.146476,0.001,220.0,50.0
tf10_0.86,0.772172,0.145923,0.001,220.0,100.0
tf10_0.86,0.763201,0.145736,0.001,220.0,150.0
tf10_0.86,0.774589,0.145521,0.001,220.0,200.0
tf10_0.86,0.774187,0.145689,0.001,220.0,250.0
tf10_0.86,0.77758,0.148481,0.005,40.0,31.0
tf10_0.86,0.766253,0.147938,0.005,40.0,50.0
tf10_0.86,0.765494,0.146725,0.005,40.0,100.0
tf10_0.86,0.758909,0.147753,0.005,40.0,150.0
tf10_0.86,0.769647,0.147797,0.005,40.0,200.0
tf10_0.86,0.769631,0.147857,0.005,40.0,250.0
tf10_0.86,0.800124,0.151812,0.005,60.0,31.0
tf10_0.86,0.787031,0.150498,0.005,60.0,50.0
tf10_0.86,0.785435,0.149945,0.005,60.0,100.0
tf10_0.86,0.790487,0.148274,0.005,60.0,150.0
tf10_0.86,0.794205,0.148807,0.005,60.0,200.0
tf10_0.86,0.792997,0.148719,0.005,60.0,250.0
tf10_0.86,0.834955,0.065621,0.005,80.0,31.0
tf10_0.86,0.822002,0.071504,0.005,80.0,50.0
tf10_0.86,0.822172,0.069195,0.005,80.0,100.0
tf10_0.86,0.825271,0.063602,0.005,80.0,150.0
tf10_0.86,0.828726,0.062277,0.005,80.0,200.0
tf10_0.86,0.828943,0.062343,0.005,80.0,250.0
tf10_0.86,0.827704,0.065027,0.005,100.0,31.0
tf10_0.86,0.820886,0.07152,0.005,100.0,50.0
tf10_0.86,0.82961,0.0655,0.005,100.0,100.0
tf10_0.86,0.82758,0.063522,0.005,100.0,150.0
tf10_0.86,0.828432,0.06334,0.005,100.0,200.0
tf10_0.86,0.830276,0.062664,0.005,100.0,250.0
tf10_0.86,0.826418,0.06357,0.005,120.0,31.0
tf10_0.86,0.831159,0.066339,0.005,120.0,50.0
tf10_0.86,0.830384,0.064989,0.005,120.0,100.0
tf10_0.86,0.827053,0.064578,0.005,120.0,150.0
tf10_0.86,0.827983,0.064417,0.005,120.0,200.0
tf10_0.86,0.826976,0.065332,0.005,120.0,250.0
tf10_0.86,0.826929,0.061221,0.005,140.0,31.0
tf10_0.86,0.829455,0.064904,0.005,140.0,50.0
tf10_0.86,0.831841,0.063939,0.005,140.0,100.0
tf10_0.86,0.8293,0.064237,0.005,140.0,150.0
tf10_0.86,0.829857,0.063954,0.005,140.0,200.0
tf10_0.86,0.829811,0.063662,0.005,140.0,250.0
tf10_0.86,0.827673,0.059084,0.005,160.0,31.0
tf10_0.86,0.822017,0.070248,0.005,160.0,50.0
tf10_0.86,0.831469,0.063241,0.005,160.0,100.0
tf10_0.86,0.828509,0.063914,0.005,160.0,150.0
tf10_0.86,0.828308,0.063525,0.005,160.0,200.0
tf10_0.86,0.829811,0.063513,0.005,160.0,250.0
tf10_0.86,0.830028,0.060642,0.005,180.0,31.0
tf10_0.86,0.831996,0.062329,0.005,180.0,50.0
tf10_0.86,0.832646,0.062097,0.005,180.0,100.0
tf10_0.86,0.83136,0.063597,0.005,180.0,150.0
tf10_0.86,0.828897,0.063095,0.005,180.0,200.0
tf10_0.86,0.831407,0.063161,0.005,180.0,250.0
tf10_0.86,0.830384,0.061274,0.005,200.0,31.0
tf10_0.86,0.832615,0.060612,0.005,200.0,50.0
tf10_0.86,0.837837,0.056731,0.005,200.0,100.0
tf10_0.86,0.834583,0.056546,0.005,200.0,150.0
tf10_0.86,0.831407,0.059616,0.005,200.0,200.0
tf10_0.86,0.829377,0.060017,0.005,200.0,250.0
tf10_0.86,0.831794,0.060007,0.005,220.0,31.0
tf10_0.86,0.836365,0.051814,0.005,220.0,50.0
tf10_0.86,0.836799,0.052586,0.005,220.0,100.0
tf10_0.86,0.83573,0.054804,0.005,220.0,150.0
tf10_0.86,0.835854,0.053783,0.005,220.0,200.0
tf10_0.86,0.834056,0.053799,0.005,220.0,250.0
tf10_0.86,0.833778,0.065758,0.01,40.0,31.0
tf10_0.86,0.821258,0.071831,0.01,40.0,50.0
tf10_0.86,0.821413,0.070067,0.01,40.0,100.0
tf10_0.86,0.824605,0.064575,0.01,40.0,150.0
tf10_0.86,0.828153,0.063277,0.01,40.0,200.0
tf10_0.86,0.825349,0.064082,0.01,40.0,250.0
tf10_0.86,0.828571,0.064113,0.01,60.0,31.0
tf10_0.86,0.821413,0.072251,0.01,60.0,50.0
