way,acc_mean,acc_std,learning_rate,n_estimators,num_leaves
short_kf5 0.85,0.645526,0.047743,0.001,80.0,50.0
short_kf5 0.85,0.645526,0.047743,0.001,80.0,100.0
short_kf5 0.85,0.645526,0.047743,0.001,80.0,150.0
short_kf5 0.85,0.645526,0.047743,0.001,80.0,200.0
short_kf5 0.85,0.645526,0.047743,0.001,80.0,250.0
short_kf5 0.85,0.645526,0.047743,0.001,100.0,31.0
short_kf5 0.85,0.645526,0.047743,0.001,100.0,50.0
short_kf5 0.85,0.645526,0.047743,0.001,100.0,100.0
short_kf5 0.85,0.645526,0.047743,0.001,100.0,150.0
short_kf5 0.85,0.645526,0.047743,0.001,100.0,200.0
short_kf5 0.85,0.645526,0.047743,0.001,100.0,250.0
short_kf5 0.85,0.645526,0.047743,0.001,120.0,31.0
short_kf5 0.85,0.645526,0.047743,0.001,120.0,50.0
short_kf5 0.85,0.645526,0.047743,0.001,120.0,100.0
short_kf5 0.85,0.645526,0.047743,0.001,120.0,150.0
short_kf5 0.85,0.645526,0.047743,0.001,120.0,200.0
short_kf5 0.85,0.645526,0.047743,0.001,120.0,250.0
short_kf5 0.85,0.645526,0.047743,0.001,140.0,31.0
short_kf5 0.85,0.645526,0.047743,0.001,140.0,50.0
short_kf5 0.85,0.645526,0.047743,0.001,140.0,100.0
short_kf5 0.85,0.645526,0.047743,0.001,140.0,150.0
short_kf5 0.85,0.645526,0.047743,0.001,140.0,200.0
short_kf5 0.85,0.645526,0.047743,0.001,140.0,250.0
short_kf5 0.85,0.645526,0.047743,0.001,160.0,31.0
short_kf5 0.85,0.645526,0.047743,0.001,160.0,50.0
short_kf5 0.85,0.645526,0.047743,0.001,160.0,100.0
short_kf5 0.85,0.645526,0.047743,0.001,160.0,150.0
short_kf5 0.85,0.645526,0.047743,0.001,160.0,200.0
short_kf5 0.85,0.645526,0.047743,0.001,160.0,250.0
short_kf5 0.85,0.645526,0.047743,0.001,180.0,31.0
short_kf5 0.85,0.645526,0.047743,0.001,180.0,50.0
short_kf5 0.85,0.645526,0.047743,0.001,180.0,100.0
short_kf5 0.85,0.645526,0.047743,0.001,180.0,150.0
short_kf5 0.85,0.645526,0.047743,0.001,180.0,200.0
short_kf5 0.85,0.645526,0.047743,0.001,180.0,250.0
short_kf5 0.85,0.645526,0.047743,0.001,200.0,31.0
short_kf5 0.85,0.645526,0.047743,0.001,200.0,50.0
short_kf5 0.85,0.645526,0.047743,0.001,200.0,100.0
short_kf5 0.85,0.645526,0.047743,0.001,200.0,150.0
short_kf5 0.85,0.645526,0.047743,0.001,200.0,200.0
short_kf5 0.85,0.645526,0.047743,0.001,200.0,250.0
short_kf5 0.85,0.645526,0.047743,0.001,220.0,31.0
short_kf5 0.85,0.645526,0.047743,0.001,220.0,50.0
short_kf5 0.85,0.645526,0.047743,0.001,220.0,100.0
short_kf5 0.85,0.645526,0.047743,0.001,220.0,150.0
short_kf5 0.85,0.645526,0.047743,0.001,220.0,200.0
short_kf5 0.85,0.645526,0.047743,0.001,220.0,250.0
short_kf5 0.85,0.645526,0.047743,0.005,40.0,31.0
short_kf5 0.85,0.645526,0.047743,0.005,40.0,50.0
short_kf5 0.85,0.645526,0.047743,0.005,40.0,100.0
short_kf5 0.85,0.645526,0.047743,0.005,40.0,150.0
short_kf5 0.85,0.645526,0.047743,0.005,40.0,200.0
short_kf5 0.85,0.645526,0.047743,0.005,40.0,250.0
short_kf5 0.85,0.754017,0.096036,0.005,60.0,31.0
short_kf5 0.85,0.758623,0.09673,0.005,60.0,50.0
short_kf5 0.85,0.806566,0.039882,0.005,60.0,100.0
short_kf5 0.85,0.80782,0.034767,0.005,60.0,150.0
short_kf5 0.85,0.810242,0.037027,0.005,60.0,200.0
short_kf5 0.85,0.806411,0.038391,0.005,60.0,250.0
short_kf5 0.85,0.837101,0.036654,0.005,80.0,31.0
short_kf5 0.85,0.838101,0.033378,0.005,80.0,50.0
short_kf5 0.85,0.82558,0.034236,0.005,80.0,100.0
short_kf5 0.85,0.822862,0.028344,0.005,80.0,150.0
short_kf5 0.85,0.817651,0.030164,0.005,80.0,200.0
short_kf5 0.85,0.816608,0.030469,0.005,80.0,250.0
short_kf5 0.85,0.839313,0.038524,0.005,100.0,31.0
short_kf5 0.85,0.837143,0.035151,0.005,100.0,50.0
short_kf5 0.85,0.83282,0.031076,0.005,100.0,100.0
short_kf5 0.85,0.826636,0.025052,0.005,100.0,150.0
short_kf5 0.85,0.821974,0.030496,0.005,100.0,200.0
short_kf5 0.85,0.819369,0.029366,0.005,100.0,250.0
short_kf5 0.85,0.841355,0.039832,0.005,120.0,31.0
short_kf5 0.85,0.835397,0.03884,0.005,120.0,50.0
short_kf5 0.85,0.835974,0.029844,0.005,120.0,100.0
short_kf5 0.85,0.828284,0.024495,0.005,120.0,150.0
short_kf5 0.85,0.825256,0.029468,0.005,120.0,200.0
short_kf5 0.85,0.818524,0.03003,0.005,120.0,250.0
short_kf5 0.85,0.843904,0.038522,0.005,140.0,31.0
short_kf5 0.85,0.839059,0.037955,0.005,140.0,50.0
short_kf5 0.85,0.833383,0.030542,0.005,140.0,100.0
short_kf5 0.85,0.830242,0.026282,0.005,140.0,150.0
short_kf5 0.85,0.822989,0.031722,0.005,140.0,200.0
short_kf5 0.85,0.819144,0.033706,0.005,140.0,250.0
short_kf5 0.85,0.847862,0.036797,0.005,160.0,31.0
short_kf5 0.85,0.839862,0.039402,0.005,160.0,50.0
short_kf5 0.85,0.834862,0.028836,0.005,160.0,100.0
short_kf5 0.85,0.828172,0.028835,0.005,160.0,150.0
short_kf5 0.85,0.82427,0.034067,0.005,160.0,200.0
short_kf5 0.85,0.818622,0.034247,0.005,160.0,250.0
short_kf5 0.85,0.848256,0.037181,0.005,180.0,31.0
short_kf5 0.85,0.840763,0.03976,0.005,180.0,50.0
short_kf5 0.85,0.835989,0.03052,0.005,180.0,100.0
short_kf5 0.85,0.827763,0.028344,0.005,180.0,150.0
short_kf5 0.85,0.825481,0.03418,0.005,180.0,200.0
short_kf5 0.85,0.819214,0.035799,0.005,180.0,250.0
short_kf5 0.85,0.848932,0.037055,0.005,200.0,31.0
short_kf5 0.85,0.840679,0.038479,0.005,200.0,50.0
short_kf5 0.85,0.834172,0.032533,0.005,200.0,100.0
short_kf5 0.85,0.829876,0.030564,0.005,200.0,150.0
short_kf5 0.85,0.824834,0.036337,0.005,200.0,200.0
short_kf5 0.85,0.817482,0.037328,0.005,200.0,250.0
short_kf5 0.85,0.848186,0.036576,0.005,220.0,31.0
short_kf5 0.85,0.840144,0.038096,0.005,220.0,50.0
short_kf5 0.85,0.831609,0.034287,0.005,220.0,100.0
short_kf5 0.85,0.829566,0.03143,0.005,220.0,150.0
short_kf5 0.85,0.826411,0.038844,0.005,220.0,200.0
short_kf5 0.85,0.817989,0.037553,0.005,220.0,250.0
short_kf5 0.85,0.835313,0.036708,0.01,40.0,31.0
short_kf5 0.85,0.837355,0.03357,0.01,40.0,50.0
short_kf5 0.85,0.825679,0.034428,0.01,40.0,100.0
short_kf5 0.85,0.822651,0.027672,0.01,40.0,150.0
short_kf5 0.85,0.817299,0.03095,0.01,40.0,200.0
short_kf5 0.85,0.81527,0.031046,0.01,40.0,250.0
short_kf5 0.85,0.839792,0.040057,0.01,60.0,31.0
short_kf5 0.85,0.836285,0.036798,0.01,60.0,50.0
short_kf5 0.85,0.835791,0.029521,0.01,60.0,100.0
short_kf5 0.85,0.827876,0.025221,0.01,60.0,150.0
short_kf5 0.85,0.824143,0.030024,0.01,60.0,200.0
short_kf5 0.85,0.819637,0.03181,0.01,60.0,250.0
short_kf5 0.85,0.848707,0.036549,0.01,80.0,31.0
short_kf5 0.85,0.839806,0.040571,0.01,80.0,50.0
short_kf5 0.85,0.835637,0.028343,0.01,80.0,100.0
short_kf5 0.85,0.8282,0.028151,0.01,80.0,150.0
short_kf5 0.85,0.824242,0.033552,0.01,80.0,200.0
short_kf5 0.85,0.81851,0.033933,0.01,80.0,250.0
short_kf5 0.85,0.848284,0.037823,0.01,100.0,31.0
short_kf5 0.85,0.841158,0.039186,0.01,100.0,50.0
short_kf5 0.85,0.833454,0.032794,0.01,100.0,100.0
short_kf5 0.85,0.828777,0.030499,0.01,100.0,150.0
short_kf5 0.85,0.825242,0.036974,0.01,100.0,200.0
short_kf5 0.85,0.817552,0.036493,0.01,100.0,250.0
short_kf5 0.85,0.846524,0.036351,0.01,120.0,31.0
short_kf5 0.85,0.838327,0.037382,0.01,120.0,50.0
short_kf5 0.85,0.8302,0.034359,0.01,120.0,100.0
short_kf5 0.85,0.825806,0.033117,0.01,120.0,150.0
short_kf5 0.85,0.826552,0.037219,0.01,120.0,200.0
short_kf5 0.85,0.818101,0.037154,0.01,120.0,250.0
short_kf5 0.85,0.844791,0.033522,0.01,140.0,31.0
short_kf5 0.85,0.837411,0.03566,0.01,140.0,50.0
short_kf5 0.85,0.831186,0.034613,0.01,140.0,100.0
short_kf5 0.85,0.820566,0.036925,0.01,140.0,150.0
short_kf5 0.85,0.823101,0.037408,0.01,140.0,200.0
short_kf5 0.85,0.817284,0.038799,0.01,140.0,250.0
short_kf5 0.85,0.84451,0.033742,0.01,160.0,31.0
short_kf5 0.85,0.837876,0.034844,0.01,160.0,50.0
short_kf5 0.85,0.831848,0.033478,0.01,160.0,100.0
short_kf5 0.85,0.819679,0.037674,0.01,160.0,150.0
short_kf5 0.85,0.820496,0.039088,0.01,160.0,200.0
short_kf5 0.85,0.817608,0.041738,0.01,160.0,250.0
short_kf5 0.85,0.842636,0.033607,0.01,180.0,31.0
short_kf5 0.85,0.836975,0.035305,0.01,180.0,50.0
short_kf5 0.85,0.829285,0.034557,0.01,180.0,100.0
short_kf5 0.85,0.819355,0.038244,0.01,180.0,150.0
short_kf5 0.85,0.818186,0.039262,0.01,180.0,200.0
short_kf5 0.85,0.818158,0.040731,0.01,180.0,250.0
short_kf5 0.85,0.842172,0.033579,0.01,200.0,31.0
short_kf5 0.85,0.836524,0.035267,0.01,200.0,50.0
short_kf5 0.85,0.828313,0.035143,0.01,200.0,100.0
short_kf5 0.85,0.819299,0.037348,0.01,200.0,150.0
short_kf5 0.85,0.821482,0.038156,0.01,200.0,200.0
short_kf5 0.85,0.81713,0.041371,0.01,200.0,250.0
short_kf5 0.85,0.842467,0.033488,0.01,220.0,31.0
short_kf5 0.85,0.835468,0.034751,0.01,220.0,50.0
short_kf5 0.85,0.827003,0.037122,0.01,220.0,100.0
short_kf5 0.85,0.819341,0.03709,0.01,220.0,150.0
short_kf5 0.85,0.821186,0.037894,0.01,220.0,200.0
short_kf5 0.85,0.814735,0.041813,0.01,220.0,250.0
short_kf5 0.85,0.842467,0.03457,0.05,40.0,31.0
short_kf5 0.85,0.835552,0.036696,0.05,40.0,50.0
short_kf5 0.85,0.827707,0.035572,0.05,40.0,100.0
short_kf5 0.85,0.819313,0.037755,0.05,40.0,150.0
short_kf5 0.85,0.821256,0.036975,0.05,40.0,200.0
short_kf5 0.85,0.815834,0.039895,0.05,40.0,250.0
short_kf5 0.85,0.838369,0.035208,0.05,60.0,31.0
short_kf5 0.85,0.834101,0.033328,0.05,60.0,50.0
short_kf5 0.85,0.828397,0.035706,0.05,60.0,100.0
short_kf5 0.85,0.822087,0.035772,0.05,60.0,150.0
short_kf5 0.85,0.822792,0.036962,0.05,60.0,200.0
short_kf5 0.85,0.816003,0.040487,0.05,60.0,250.0
short_kf5 0.85,0.837623,0.034059,0.05,80.0,31.0
short_kf5 0.85,0.832454,0.034703,0.05,80.0,50.0
short_kf5 0.85,0.828186,0.035278,0.05,80.0,100.0
short_kf5 0.85,0.823679,0.034645,0.05,80.0,150.0
short_kf5 0.85,0.825017,0.035111,0.05,80.0,200.0
short_kf5 0.85,0.818355,0.040218,0.05,80.0,250.0
short_kf5 0.85,0.834242,0.034531,0.05,100.0,31.0
short_kf5 0.85,0.831721,0.033828,0.05,100.0,50.0
short_kf5 0.85,0.827524,0.035341,0.05,100.0,100.0
short_kf5 0.85,0.825341,0.035044,0.05,100.0,150.0
short_kf5 0.85,0.825876,0.034044,0.05,100.0,200.0
short_kf5 0.85,0.821116,0.038217,0.05,100.0,250.0
short_kf5 0.85,0.8332,0.035596,0.05,120.0,31.0
short_kf5 0.85,0.830876,0.033946,0.05,120.0,50.0
short_kf5 0.85,0.826496,0.035435,0.05,120.0,100.0
short_kf5 0.85,0.82713,0.036631,0.05,120.0,150.0
short_kf5 0.85,0.827566,0.033058,0.05,120.0,200.0
short_kf5 0.85,0.822313,0.037778,0.05,120.0,250.0
short_kf5 0.85,0.831158,0.035555,0.05,140.0,31.0
short_kf5 0.85,0.830299,0.035238,0.05,140.0,50.0
short_kf5 0.85,0.82689,0.03486,0.05,140.0,100.0
short_kf5 0.85,0.827341,0.035411,0.05,140.0,150.0
short_kf5 0.85,0.830031,0.032852,0.05,140.0,200.0
short_kf5 0.85,0.823524,0.036949,0.05,140.0,250.0
short_kf5 0.85,0.830693,0.035496,0.05,160.0,31.0
short_kf5 0.85,0.829566,0.034965,0.05,160.0,50.0
short_kf5 0.85,0.828313,0.033942,0.05,160.0,100.0
short_kf5 0.85,0.828045,0.035109,0.05,160.0,150.0
short_kf5 0.85,0.830763,0.032287,0.05,160.0,200.0
short_kf5 0.85,0.825087,0.035942,0.05,160.0,250.0
short_kf5 0.85,0.829116,0.036414,0.05,180.0,31.0
short_kf5 0.85,0.828749,0.033631,0.05,180.0,50.0
short_kf5 0.85,0.827791,0.033741,0.05,180.0,100.0
short_kf5 0.85,0.829482,0.033905,0.05,180.0,150.0
short_kf5 0.85,0.830904,0.03268,0.05,180.0,200.0
short_kf5 0.85,0.826045,0.035533,0.05,180.0,250.0
short_kf5 0.85,0.827637,0.035966,0.05,200.0,31.0
short_kf5 0.85,0.828045,0.033348,0.05,200.0,50.0
short_kf5 0.85,0.827397,0.033863,0.05,200.0,100.0
short_kf5 0.85,0.82927,0.033942,0.05,200.0,150.0
short_kf5 0.85,0.831496,0.031594,0.05,200.0,200.0
short_kf5 0.85,0.827059,0.03427,0.05,200.0,250.0
short_kf5 0.85,0.829003,0.035477,0.05,220.0,31.0
short_kf5 0.85,0.828101,0.033535,0.05,220.0,50.0
short_kf5 0.85,0.826031,0.03334,0.05,220.0,100.0
short_kf5 0.85,0.828918,0.032717,0.05,220.0,150.0
short_kf5 0.85,0.831017,0.032788,0.05,220.0,200.0
short_kf5 0.85,0.826862,0.034212,0.05,220.0,250.0
short_kf5 0.85,0.835918,0.034524,0.1,40.0,31.0
short_kf5 0.85,0.830242,0.036442,0.1,40.0,50.0
short_kf5 0.85,0.826975,0.036531,0.1,40.0,100.0
short_kf5 0.85,0.822214,0.032106,0.1,40.0,150.0
short_kf5 0.85,0.820763,0.038292,0.1,40.0,200.0
short_kf5 0.85,0.818792,0.039132,0.1,40.0,250.0
short_kf5 0.85,0.837313,0.033561,0.1,60.0,31.0
short_kf5 0.85,0.827059,0.037559,0.1,60.0,50.0
short_kf5 0.85,0.826045,0.037652,0.1,60.0,100.0
short_kf5 0.85,0.822961,0.032242,0.1,60.0,150.0
short_kf5 0.85,0.822961,0.037099,0.1,60.0,200.0
short_kf5 0.85,0.823214,0.036561,0.1,60.0,250.0
short_kf5 0.85,0.834468,0.03333,0.1,80.0,31.0
short_kf5 0.85,0.824158,0.03668,0.1,80.0,50.0
short_kf5 0.85,0.825904,0.035669,0.1,80.0,100.0
short_kf5 0.85,0.824848,0.03248,0.1,80.0,150.0
short_kf5 0.85,0.825961,0.035887,0.1,80.0,200.0
short_kf5 0.85,0.824665,0.035742,0.1,80.0,250.0
short_kf5 0.85,0.831313,0.034219,0.1,100.0,31.0
short_kf5 0.85,0.826017,0.034777,0.1,100.0,50.0
short_kf5 0.85,0.825806,0.0348,0.1,100.0,100.0
short_kf5 0.85,0.824468,0.032045,0.1,100.0,150.0
short_kf5 0.85,0.827848,0.035406,0.1,100.0,200.0
short_kf5 0.85,0.826552,0.035648,0.1,100.0,250.0
short_kf5 0.85,0.830228,0.032837,0.1,120.0,31.0
short_kf5 0.85,0.823735,0.03369,0.1,120.0,50.0
short_kf5 0.85,0.825721,0.035331,0.1,120.0,100.0
short_kf5 0.85,0.825031,0.031987,0.1,120.0,150.0
short_kf5 0.85,0.827806,0.034358,0.1,120.0,200.0
short_kf5 0.85,0.826693,0.035867,0.1,120.0,250.0
short_kf5 0.85,0.829989,0.031248,0.1,140.0,31.0
short_kf5 0.85,0.823116,0.033105,0.1,140.0,50.0
short_kf5 0.85,0.825665,0.035636,0.1,140.0,100.0
short_kf5 0.85,0.82613,0.032631,0.1,140.0,150.0
short_kf5 0.85,0.827721,0.035188,0.1,140.0,200.0
short_kf5 0.85,0.826228,0.036126,0.1,140.0,250.0
short_kf5 0.85,0.82827,0.031336,0.1,160.0,31.0
short_kf5 0.85,0.821256,0.030647,0.1,160.0,50.0
short_kf5 0.85,0.825313,0.037188,0.1,160.0,100.0
short_kf5 0.85,0.825073,0.033561,0.1,160.0,150.0
short_kf5 0.85,0.826876,0.035655,0.1,160.0,200.0
short_kf5 0.85,0.825228,0.035609,0.1,160.0,250.0
short_kf5 0.85,0.827679,0.031156,0.1,180.0,31.0
short_kf5 0.85,0.821172,0.030459,0.1,180.0,50.0
short_kf5 0.85,0.825735,0.037072,0.1,180.0,100.0
short_kf5 0.85,0.824848,0.033423,0.1,180.0,150.0
short_kf5 0.85,0.826214,0.03575,0.1,180.0,200.0
short_kf5 0.85,0.82389,0.036274,0.1,180.0,250.0
short_kf5 0.85,0.82696,0.029873,0.1,200.0,31.0
short_kf5 0.85,0.821735,0.030731,0.1,200.0,50.0
short_kf5 0.85,0.824961,0.037965,0.1,200.0,100.0
short_kf5 0.85,0.825242,0.033848,0.1,200.0,150.0
short_kf5 0.85,0.826172,0.035548,0.1,200.0,200.0
short_kf5 0.85,0.823763,0.035855,0.1,200.0,250.0
short_kf5 0.85,0.826031,0.029963,0.1,220.0,31.0
short_kf5 0.85,0.821299,0.031171,0.1,220.0,50.0
short_kf5 0.85,0.825609,0.038497,0.1,220.0,100.0
short_kf5 0.85,0.823862,0.033798,0.1,220.0,150.0
short_kf5 0.85,0.825285,0.035801,0.1,220.0,200.0
short_kf5 0.85,0.823538,0.035724,0.1,220.0,250.0
short_kf5 0.85,0.798637,0.036775,0.5,40.0,31.0
short_kf5 0.85,0.800623,0.048074,0.5,40.0,50.0
short_kf5 0.85,0.804806,0.015498,0.5,40.0,100.0
short_kf5 0.85,0.821933,0.036396,0.5,40.0,150.0
short_kf5 0.85,0.828242,0.031397,0.5,40.0,200.0
short_kf5 0.85,0.81851,0.041987,0.5,40.0,250.0
short_kf5 0.85,0.812116,0.031702,0.5,60.0,31.0
short_kf5 0.85,0.804074,0.038294,0.5,60.0,50.0
short_kf5 0.85,0.820073,0.030969,0.5,60.0,100.0
short_kf5 0.85,0.815595,0.04401,0.5,60.0,150.0
short_kf5 0.85,0.825468,0.034148,0.5,60.0,200.0
short_kf5 0.85,0.800961,0.06628,0.5,60.0,250.0
short_kf5 0.85,0.813341,0.033322,0.5,80.0,31.0
short_kf5 0.85,0.80744,0.039082,0.5,80.0,50.0
short_kf5 0.85,0.787468,0.049697,0.5,80.0,100.0
short_kf5 0.85,0.761836,0.097824,0.5,80.0,150.0
short_kf5 0.85,0.82551,0.035258,0.5,80.0,200.0
short_kf5 0.85,0.801313,0.066295,0.5,80.0,250.0
short_kf5 0.85,0.811876,0.034874,0.5,100.0,31.0
short_kf5 0.85,0.806327,0.033457,0.5,100.0,50.0
short_kf5 0.85,0.785581,0.034568,0.5,100.0,100.0
short_kf5 0.85,0.761766,0.097783,0.5,100.0,150.0
short_kf5 0.85,0.825425,0.035599,0.5,100.0,200.0
short_kf5 0.85,0.801059,0.066584,0.5,100.0,250.0
short_kf5 0.85,0.812552,0.035303,0.5,120.0,31.0
short_kf5 0.85,0.800412,0.038785,0.5,120.0,50.0
short_kf5 0.85,0.809256,0.040563,0.5,120.0,100.0
short_kf5 0.85,0.762301,0.098027,0.5,120.0,150.0
short_kf5 0.85,0.825327,0.035641,0.5,120.0,200.0
short_kf5 0.85,0.800721,0.066311,0.5,120.0,250.0
short_kf5 0.85,0.809904,0.032542,0.5,140.0,31.0
short_kf5 0.85,0.793497,0.034189,0.5,140.0,50.0
short_kf5 0.85,0.809467,0.040698,0.5,140.0,100.0
short_kf5 0.85,0.762428,0.098045,0.5,140.0,150.0
short_kf5 0.85,0.825313,0.035491,0.5,140.0,200.0
short_kf5 0.85,0.800454,0.066177,0.5,140.0,250.0
short_kf5 0.85,0.811524,0.03306,0.5,160.0,31.0
short_kf5 0.85,0.790722,0.036411,0.5,160.0,50.0
short_kf5 0.85,0.809453,0.040689,0.5,160.0,100.0
short_kf5 0.85,0.762343,0.09798,0.5,160.0,150.0
short_kf5 0.85,0.82489,0.035758,0.5,160.0,200.0
short_kf5 0.85,0.800975,0.066496,0.5,160.0,250.0
short_kf5 0.85,0.810116,0.040423,0.5,180.0,31.0
short_kf5 0.85,0.79506,0.030857,0.5,180.0,50.0
short_kf5 0.85,0.809721,0.040866,0.5,180.0,100.0
short_kf5 0.85,0.762583,0.098061,0.5,180.0,150.0
short_kf5 0.85,0.825327,0.035513,0.5,180.0,200.0
short_kf5 0.85,0.800918,0.066609,0.5,180.0,250.0
short_kf5 0.85,0.805159,0.041452,0.5,200.0,31.0
short_kf5 0.85,0.796017,0.021166,0.5,200.0,50.0
short_kf5 0.85,0.809636,0.040809,0.5,200.0,100.0
short_kf5 0.85,0.76247,0.098013,0.5,200.0,150.0
short_kf5 0.85,0.825524,0.035463,0.5,200.0,200.0
short_kf5 0.85,0.800735,0.066434,0.5,200.0,250.0
short_kf5 0.85,0.803271,0.040851,0.5,220.0,31.0
short_kf5 0.85,0.804158,0.023088,0.5,220.0,50.0
short_kf5 0.85,0.809763,0.040894,0.5,220.0,100.0
short_kf5 0.85,0.762372,0.097956,0.5,220.0,150.0
short_kf5 0.85,0.825242,0.035537,0.5,220.0,200.0
short_kf5 0.85,0.800595,0.066676,0.5,220.0,250.0
short_kf5 0.85,0.801525,0.03859,1.0,40.0,31.0
short_kf5 0.85,0.806919,0.040188,1.0,40.0,50.0
short_kf5 0.85,0.792975,0.041098,1.0,40.0,100.0
short_kf5 0.85,0.791919,0.0361,1.0,40.0,150.0
short_kf5 0.85,0.768989,0.044936,1.0,40.0,200.0
short_kf5 0.85,0.772581,0.059277,1.0,40.0,250.0
short_kf5 0.85,0.800708,0.035299,1.0,60.0,31.0
short_kf5 0.85,0.808116,0.036496,1.0,60.0,50.0
short_kf5 0.85,0.793046,0.02311,1.0,60.0,100.0
short_kf5 0.85,0.813425,0.02277,1.0,60.0,150.0
short_kf5 0.85,0.767989,0.044675,1.0,60.0,200.0
short_kf5 0.85,0.772581,0.059277,1.0,60.0,250.0
short_kf5 0.85,0.801313,0.037292,1.0,80.0,31.0
short_kf5 0.85,0.796482,0.030461,1.0,80.0,50.0
short_kf5 0.85,0.802763,0.017732,1.0,80.0,100.0
short_kf5 0.85,0.749203,0.084023,1.0,80.0,150.0
short_kf5 0.85,0.767989,0.044675,1.0,80.0,200.0
short_kf5 0.85,0.772581,0.059277,1.0,80.0,250.0
short_kf5 0.85,0.805482,0.036402,1.0,100.0,31.0
short_kf5 0.85,0.804186,0.030403,1.0,100.0,50.0
short_kf5 0.85,0.793467,0.023436,1.0,100.0,100.0
short_kf5 0.85,0.749203,0.084023,1.0,100.0,150.0
short_kf5 0.85,0.767989,0.044675,1.0,100.0,200.0
short_kf5 0.85,0.772581,0.059277,1.0,100.0,250.0
short_kf5 0.85,0.798834,0.034007,1.0,120.0,31.0
short_kf5 0.85,0.810637,0.022793,1.0,120.0,50.0
short_kf5 0.85,0.757622,0.05325,1.0,120.0,100.0
short_kf5 0.85,0.749203,0.084023,1.0,120.0,150.0
short_kf5 0.85,0.767989,0.044675,1.0,120.0,200.0
short_kf5 0.85,0.772581,0.059277,1.0,120.0,250.0
short_kf5 0.85,0.802651,0.029388,1.0,140.0,31.0
short_kf5 0.85,0.807819,0.013864,1.0,140.0,50.0
short_kf5 0.85,0.757622,0.05325,1.0,140.0,100.0
short_kf5 0.85,0.749203,0.084023,1.0,140.0,150.0
short_kf5 0.85,0.767989,0.044675,1.0,140.0,200.0
short_kf5 0.85,0.772581,0.059277,1.0,140.0,250.0
short_kf5 0.85,0.804595,0.030943,1.0,160.0,31.0
short_kf5 0.85,0.822101,0.025456,1.0,160.0,50.0
short_kf5 0.85,0.757622,0.05325,1.0,160.0,100.0
short_kf5 0.85,0.749203,0.084023,1.0,160.0,150.0
short_kf5 0.85,0.767989,0.044675,1.0,160.0,200.0
short_kf5 0.85,0.772581,0.059277,1.0,160.0,250.0
short_kf5 0.85,0.803918,0.027928,1.0,180.0,31.0
short_kf5 0.85,0.816158,0.029524,1.0,180.0,50.0
short_kf5 0.85,0.757622,0.05325,1.0,180.0,100.0
short_kf5 0.85,0.749203,0.084023,1.0,180.0,150.0
short_kf5 0.85,0.767989,0.044675,1.0,180.0,200.0
short_kf5 0.85,0.772581,0.059277,1.0,180.0,250.0
short_kf5 0.85,0.802045,0.027218,1.0,200.0,31.0
short_kf5 0.85,0.805609,0.033198,1.0,200.0,50.0
short_kf5 0.85,0.757622,0.05325,1.0,200.0,100.0
short_kf5 0.85,0.749203,0.084023,1.0,200.0,150.0
short_kf5 0.85,0.767989,0.044675,1.0,200.0,200.0
short_kf5 0.85,0.772581,0.059277,1.0,200.0,250.0
short_kf5 0.85,0.805383,0.019792,1.0,220.0,31.0
short_kf5 0.85,0.811735,0.029667,1.0,220.0,50.0
short_kf5 0.85,0.757622,0.05325,1.0,220.0,100.0
short_kf5 0.85,0.749203,0.084023,1.0,220.0,150.0
short_kf5 0.85,0.767989,0.044675,1.0,220.0,200.0
short_kf5 0.85,0.772581,0.059277,1.0,220.0,250.0
short_tf10_0.82,0.642361,0.108195,0.001,40.0,31.0
short_tf10_0.82,0.642361,0.108195,0.001,40.0,50.0
short_tf10_0.82,0.642361,0.108195,0.001,40.0,100.0
short_tf10_0.82,0.642361,0.108195,0.001,40.0,150.0
short_tf10_0.82,0.642361,0.108195,0.001,40.0,200.0
short_tf10_0.82,0.642361,0.108195,0.001,40.0,250.0
short_tf10_0.82,0.642361,0.108195,0.001,60.0,31.0
short_tf10_0.82,0.642361,0.108195,0.001,60.0,50.0
short_tf10_0.82,0.642361,0.108195,0.001,60.0,100.0
short_tf10_0.82,0.642361,0.108195,0.001,60.0,150.0
short_tf10_0.82,0.642361,0.108195,0.001,60.0,200.0
short_tf10_0.82,0.642361,0.108195,0.001,60.0,250.0
short_tf10_0.82,0.642361,0.108195,0.001,80.0,31.0
short_tf10_0.82,0.642361,0.108195,0.001,80.0,50.0
short_tf10_0.82,0.642361,0.108195,0.001,80.0,100.0
short_tf10_0.82,0.642361,0.108195,0.001,80.0,150.0
short_tf10_0.82,0.642361,0.108195,0.001,80.0,200.0
short_tf10_0.82,0.642361,0.108195,0.001,80.0,250.0
short_tf10_0.82,0.642361,0.108195,0.001,100.0,31.0
short_tf10_0.82,0.642361,0.108195,0.001,100.0,50.0
short_tf10_0.82,0.642361,0.108195,0.001,100.0,100.0
short_tf10_0.82,0.642361,0.108195,0.001,100.0,150.0
short_tf10_0.82,0.642361,0.108195,0.001,100.0,200.0
short_tf10_0.82,0.642361,0.108195,0.001,100.0,250.0
short_tf10_0.82,0.642361,0.108195,0.001,120.0,31.0
short_tf10_0.82,0.642361,0.108195,0.001,120.0,50.0
short_tf10_0.82,0.642361,0.108195,0.001,120.0,100.0
short_tf10_0.82,0.642361,0.108195,0.001,120.0,150.0
short_tf10_0.82,0.642361,0.108195,0.001,120.0,200.0
